month_number;day_number;month_name;synaxaire;synaxaire_category;is_martyre
11;13;Habib;Décès de saint Pisentius, l’évêque de Qift (Coptos);Décès;0
11;14;Habib;Martyre de saint Procope;Martyre;1
11;14;Habib;Décès du pape Pierre V, le 83ème patriarche de la prédication de saint Marc;Décès;0
11;15;Habib;Martyre de saint Cyr et sainte Julitte;Martyre;1
11;15;Habib;Martyre de saint Horesius de Soul;Martyre;1
11;15;Habib;Décès de saint Ephrem le syriaque;Décès;0
11;16;Habib;Décès de saint Jean, le détenteur de l'Evangile en or;Décès;0
11;16;Habib;Arrivée de la dépouille du grand martyr saint Georges de Cappadoce à son église du vieux Caire;Arrivée;0
11;16;Habib;Consécration de l’église de saint Philotée;Consécration;0
11;17;Habib;Martyre de sainte Euphémie;Martyre;1
11;17;Habib;Martyre de sainte Téklé et sainte Marthe d’Esna;Martyre;1
11;18;Habib;Martyre de l’apôtre saint Jacques, le frère du Seigneur;Martyre;1
11;19;Habib;Martyre de saint Badaba, évêque de Coptos ainsi qu'abba André et abba Christodule;Martyre;1
11;19;Habib;Martyre de saint Pantaléon, le médecin;Martyre;1
11;19;Habib;Commémoration des martyrs de la tuerie d’Esna;Commémoration;0
11;19;Habib;Décès d'abba Jean X, le 85ème patriarche d'Alexandrie;Décès;0
11;20;Habib;Martyre de saint Théodore de Choteb;Martyre;1
11;21;Habib;Commémoration de la sainte Vierge Marie;Commémoration;0
11;21;Habib;Décès de saint Sisinnios (Sosenius), l’eunuque;Décès;0
11;22;Habib;Martyre de saint Macaire, le fils du ministre Basile;Martyre;1
11;22;Habib;Martyre de saint Léonce;Martyre;1
11;23;Habib;Martyre de saint Longin, le centurion;Martyre;1
11;23;Habib;Martyre de sainte Marina;Martyre;1
11;24;Habib;Martyre de saint abba Noub de Nahissa;Martyre;1
11;24;Habib;Décès du pape Simon 1er, le 42ème patriarche de la prédication de saint Marc;Décès;0
11;25;Habib;Martyre de saint abba Isaac;Martyre;1
11;25;Habib;Martyre de sainte Hilarie;Martyre;1
11;25;Habib;Martyre de sainte Thècle et sainte Mouji;Martyre;1
11;25;Habib;Martyre de saint Antoine de Béba;Martyre;1
11;25;Habib;Martyre de Saint Aba Kragon;Martyre;1
11;25;Habib;Martyre de saint Domitien le syrien;Martyre;1
11;25;Habib;Consécration de l’église de saint Mercure, le détenteur des deux épées;Consécration;0
11;25;Habib;Décès de saint Plamôn;Décès;0
11;26;Habib;Décès de saint Joseph, le juste, le fiancé de la sainte Vierge Marie;Décès;0
11;26;Habib;Décès de saint Timothée, le 22ème patriarche de la prédication de saint Marc;Décès;0
11;27;Habib;Martyre de saint Apamôn;Martyre;1
11;27;Habib;Consécration de l'église de saint Abba Fâm;Consécration;0
11;28;Habib;Décès de sainte Marie de Magdala;Décès;0
11;29;Habib;Martyre de saint Warchenoufa;Martyre;1
11;29;Habib;Commémoration de l’Annonciation, la Nativité et la Résurrection;Commémoration;0
11;29;Habib;Transfert des reliques de l'apôtre saint André;Transfert;0
11;30;Habib;Martyre des saints Mercure et Ephrem;Martyre;1
12;1;Misra;Martyre de saint Apali fils de Juste;Martyre;1
12;1;Misra;Décès du pape Cyrille V le 112ème patriarche de la prédication de saint Marc;Décès;0
12;2;Misra;Décès de sainte Païssa;Décès;0
12;3;Misra;Translation à Constantinople des reliques de saint Siméon le stylite;Translation;0
12;3;Misra;Décès du pape Prime, le 5ème patriarche de la prédication de saint Marc;Décès;0
12;4;Misra;Décès du roi Ezéchias, le juste;Décès;0
12;4;Misra;Consécration de l’église de saint Antoine le grand;Consécration;0
12;5;Misra;Décès de saint Jean le soldat;Décès;0
12;6;Misra;Martyre de sainte Julitte, la combattante;Martyre;1
12;6;Misra;Décès de saint Jacques Baradée;Décès;0
12;6;Misra;Décès d’abba Wissa, le disciple de saint Chénouté, l’archimandrite;Décès;0
12;7;Misra;Annonce de la naissance de la sainte Vierge à saint Joachim;Annonce;0
12;7;Misra;Décès de saint Timothée II, 26ème Patriarche de la prédication de saint Marc;Décès;0
12;7;Misra;Décès de saint Pasentaos, l’ermite, sur le mont el-Tod;Décès;0
12;8;Misra;Martyre d’Eléazar, de son épouse Salomé et de leurs enfants;Martyre;1
12;9;Misra;Martyre de saint Ari, prêtre de Chetnouf;Martyre;1
12;10;Misra;Martyre de saint Pikhebs;Martyre;1
12;10;Misra;Martyre de saint Matra;Martyre;1
12;11;Misra;Décès de saint Moïse évêque d’Oussim;Décès;0
12;12;Misra;Commémoration de l’archange Michel;Commémoration;0
12;12;Misra;Intronisation de l’empereur Constantin;Intronisation;0
12;13;Misra;Transfiguration de notre Seigneur Jésus Christ sur le mont Thabor;Transfiguration;0
12;14;Misra;Commémoration du grand miracle que Dieu a fait à l’époque du pape Théophile le 23ème patriarche;Commémoration;0
12;15;Misra;Décès de sainte Marina, la moniale;Décès;0
12;16;Misra;Proclamation de l’assomption du corps de la très sainte vierge Marie;Proclamation;0
12;16;Misra;Décès du pape Matthieu IV le 102ème patriarche de la prédication de saint Marc;Décès;0
12;17;Misra;Martyre de saint Jacques, le soldat;Martyre;1
12;18;Misra;Martyre de saint Eudamon d’Hermonthis ;Martyre;1
12;18;Misra;Décès de saint Alexandre, le patriarche de Constantinople;Décès;0
12;19;Misra;Rapatriement des reliques de saint Macaire à son monastère de Scété;Rapatriement;0
12;20;Misra;Martyre des 7 jeunes à Ephèse;Martyre;1
12;21;Misra;Commémoration de la mère de Dieu, la sainte vierge Marie;Commémoration;0
12;21;Misra;Décès de sainte Irène;Décès;0
12;22;Misra;Décès du prophète Michée;Décès;0
12;22;Misra;Décès de saint Augustin;Décès;0
12;23;Misra;Martyre de trente mille chrétiens à Alexandrie;Martyre;1
12;23;Misra;Martyre de saint Damien à Antioche;Martyre;1
12;24;Misra;Décès de saint Takla-Haymanot, l’éthiopien;Décès;0
12;24;Misra;Décès de saint Thomas, évêque de Mar’ach;Décès;0
12;25;Misra;Décès de Saint Bessarion le grand;Décès;0
12;25;Misra;Décès du pape Macaire III, le 114ème patriarche de la prédication de saint Marc;Décès;0
12;26;Misra;Martyre de saint Moïse et sa sœur Sara;Martyre;1
12;26;Misra;Martyre de saint Agapius, le soldat, et sa sœur Thécla;Martyre;1
12;27;Misra;Martyre de saint Benjamin et de sa sœur sainte Eudoxie;Martyre;1
12;27;Misra;Martyre de sainte Marie l'arménienne;Martyre;1
12;28;Misra;Commémoration des patriarches Abraham, Isaac et Jacob;Commémoration;0
12;29;Misra;Martyre de saint Athanase, l’évêque ainsi que ses deux disciples Gerassimôs et Theodotus;Martyre;1
12;29;Misra;Commémoration de l’Annonciation, la Nativité et la Résurrection;Commémoration;0
12;29;Misra;Translation des reliques de saint Jean Colobos au désert de Scété;Translation;0
12;30;Misra;Décès du prophète Malachie;Décès;0
13;1;Nisa;Martyre de saint Pishaï d'Antioche, le frère de saint abba Hour;Martyre;1
13;1;Nisa;Décès de saint Eutyque;Décès;0
13;2;Nisa;Décès de Saint Tite, le disciple;Décès;0
13;3;Nisa;Commémoration de l’archange Raphaël;Commémoration;0
13;3;Nisa;Martyre de saint Adrien et ses compagnons;Martyre;1
13;3;Nisa;Décès du pape Jean XIV, le 96ème patriarche de la prédication de saint Marc;Décès;0
13;4;Nisa;Décès d’Abba Pœmen, l’ermite;Décès;0
13;5;Nisa;Décès du prophète Amos;Décès;0
13;5;Nisa;Décès de saint Jacques – évêque du Caire;Décès;0
13;5;Nisa;Décès du pape Jean XV, le 99ème patriarche de la prédication de saint Marc;Décès;0
13;5;Nisa;Décès de saint Barsouma el-Iryân (le nu);Décès;0
13;6;Nisa;Action de Grâce;Action;0
