month_number;day_number;month_name;synaxaire;synaxaire_category;is_martyre
6;16;Amshir;Décès de sainte Elisabeth, mère de saint Jean le Baptiste;Décès;0
6;16;Amshir;Décès du pape Michel III, le 92ème patriarche de la prédication de saint Marc;Décès;0
6;16;Amshir;Décès de saint Michel al Beheiry, l’hygoumène, du monastère al Mouharrak;Décès;0
6;17;Amshir;Martyre de saint Ménas, le moine;Martyre;1
6;17;Amshir;Consécration de l’église de saint Qastour al Bardanouhi;Consécration;0
6;18;Amshir;Décès de saint Mélèce le confesseur, Patriarche d’Antioche;Décès;0
6;18;Amshir;Consécration de l’église de saint Paul le simple;Consécration;0
6;19;Amshir;Translation à Antioche des reliques de saint Martin, le moine;Translation;0
6;20;Amshir;Martyre des saints Basile, Théodore et Timothée;Martyre;1
6;20;Amshir;Décès du pape saint Pierre II, le 21ème patriarche de la prédication de saint Marc;Décès;0
6;21;Amshir;Martyre de saint Onésime, le disciple de saint Paul, l’apôtre;Martyre;1
6;21;Amshir;Commémoration de la sainte vierge Marie;Commémoration;0
6;21;Amshir;Décès du pape Gabriel 1er, le 57ème patriarche de la prédication de saint Marc;Décès;0
6;21;Amshir;Décès de saint Zacharie, l’évêque de Sakha;Décès;0
6;22;Amshir;Décès de saint Marouthas évêque de Maypherkat;Décès;0
6;23;Amshir;Martyre de saint Eusèbe, le fils du ministre Basilidès;Martyre;1
6;24;Amshir;Martyre de saint Timothée à Gaza et saint Mathias à Qous;Martyre;1
6;24;Amshir;Décès de saint Agapet l’évêque;Décès;0
6;25;Amshir;Martyre de saint Philémon, de sainte Apphia et de leur fils Archippus;Martyre;1
6;25;Amshir;Martyre de saint Quona à Rome;Martyre;1
6;25;Amshir;Martyre de saint Ménas à Qos;Martyre;1
6;25;Amshir;Décès de saint Fana au mont Délga;Décès;0
6;26;Amshir;Martyre de saint Sâdouk et de ses 128 compagnons;Martyre;1
6;26;Amshir;Martyre des deux évêque Tyrannion et Silvain ainsi que du prêtre Zénobe et de leurs compagnons dans la ville de Tyr;Martyre;1
6;26;Amshir;Décès du saint prophète Osée;Décès;0
6;27;Amshir;Martyre de sainte Perpétue et de ses compagnons;Martyre;1
6;27;Amshir;Décès du saint Eustathe, patriarche d’Antioche;Décès;0
6;28;Amshir;Translation des reliques du martyr saint Théodore l’oriental;Translation;0
6;29;Amshir;Martyre de saint Polycarpe, évêque de Smyrne;Martyre;1
6;30;Amshir;Découverte de la tête de saint Jean le baptiste;Découverte;0
6;30;Amshir;Décès du pape Cyrille (Kyrillos) VI, le 116ème patriarche de la prédication de saint Marc;Décès;0
7;1;Baramhat;Martyre de saint Makronius et de saint Takla;Martyre;1
7;1;Baramhat;Martyre de saint Alexandre le soldat;Martyre;1
7;1;Baramhat;Décès de saint Narcisse, évêque de Jérusalem;Décès;0
7;1;Baramhat;Décès de saint Markourah, l’évêque;Décès;0
7;1;Baramhat;Décès du moine Georges (Guiguis) ibn-el-aamid, surnommé ibn-el-makin;Décès;0
7;2;Baramhat;Martyre de l’évêque saint Makrawi;Martyre;1
7;3;Baramhat;Martyre de saint Perfonios;Martyre;1
7;3;Baramhat;Martyre de saint Porphyre, l’évêque de Gaza;Martyre;1
7;3;Baramhat;Décès du pape Côme III, le 58ème patriarche de la prédication de saint Marc;Décès;0
7;3;Baramhat;Décès d’abba Hadid le prêtre;Décès;0
7;4;Baramhat;Martyre de saint Hanolious, le prince;Martyre;1
7;4;Baramhat;Réunion d’un concile dans l’île de béni-omar;Réunion;0
7;5;Baramhat;Décès d'abba Sarapamôn, higoumène du monastère de saint Jean Colobos;Décès;0
7;5;Baramhat;Commémoration du martyre de sainte Eudoxie;Commémoration;0
7;6;Baramhat;Martyre de saint Dioscore à l’époque des arabes;Martyre;1
7;6;Baramhat;Décès de saint Théodote, l’évêque et le confesseur;Décès;0
7;7;Baramhat;Martyre des saints Philémon et Apollonius;Martyre;1
7;7;Baramhat;Martyre de sainte Marie l’israélite;Martyre;1
7;8;Baramhat;Martyre de saint Matthias, l’apôtre;Martyre;1
7;8;Baramhat;Martyre de saint Arien, le gouverneur d’Antinoë;Martyre;1
7;8;Baramhat;Décès de saint Julien, le 11ème pape d’Alexandrie;Décès;0
7;9;Baramhat;Martyre des saints Adrien et son épouse Marthe ainsi qu’Eusèbe, Arma et quarante martyrs;Martyre;1
7;9;Baramhat;Décès de l’évêque saint Konan;Décès;0
7;10;Baramhat; Commémoration de la manifestation de la glorieuse croix; Commémoration;0
7;11;Baramhat;Martyre de saint Basile, l’évêque de Jérusalem;Martyre;1
7;11;Baramhat;Décès de saint Narcisse, évêque de Jérusalem;Décès;0
7;12;Baramhat;Martyre de saint Malachie en Palestine;Martyre;1
7;12;Baramhat;Martyre de saint Glathinos à Damas;Martyre;1
7;12;Baramhat;Commémoration de l’archange Michel;Commémoration;0
7;12;Baramhat;Commémoration de la manifestation de la chasteté de saint Démétrios, le 12ème pape d’Alexandrie;Commémoration;0
7;13;Baramhat;Martyre des 40 saints de Sébaste;Martyre;1
7;13;Baramhat;Décès de saint Denys le 14ème pape d’Alexandrie;Décès;0
7;13;Baramhat;Retour de saint Macaire le grand et saint Macaire d’Alexandrie de leur exil;Retour;0
7;14;Baramhat;Martyre des saints Eugène, Agathodore et Elpidius;Martyre;1
7;14;Baramhat;Martyre de saint Chénouda de Bahnassa;Martyre;1
7;15;Baramhat;Martyre de saint Elias d’Ahnâs;Martyre;1
7;15;Baramhat;Décès de sainte Sarah, la moniale;Décès;0
7;16;Baramhat;Apparition de la sainte Vierge Marie à l’église de sainte Damiana à Choubra au Caire;Apparition;0
7;16;Baramhat;Décès du pape Michel (Khaïl) 1er, le 46ème patriarche de la prédication de saint Marc;Décès;0
7;17;Baramhat;Martyre de Sid-hom Bichay à Damiette;Martyre;1
7;17;Baramhat;Décès de Lazare le bien-aimé du Seigneur;Décès;0
7;17;Baramhat;Décès de saint Basile, le métropolite de Jérusalem;Décès;0
7;17;Baramhat;Commémoration des saints Georges l'adorateur et de Placios le martyr ainsi que de l'évêque abba Youssef;Commémoration;0
7;18;Baramhat;Martyre de saint Isidore le compagnon de Sana le soldat;Martyre;1
7;19;Baramhat;Martyre de saint Alexandre, saint Agapius et de leurs compagnons;Martyre;1
7;19;Baramhat;Décès de saint Aristobule, un des soixante-dix disciples;Décès;0
7;20;Baramhat;Décès du pape Michel (Khaïl) III, le 56ème patriarche de la prédication de saint Marc;Décès;0
7;20;Baramhat;Commémoration de la résurrection de Lazare, l’ami de notre Seigneur;Commémoration;0
7;21;Baramhat;Martyre des saints Théodore et Timothée;Martyre;1
7;21;Baramhat;Commémoration de la mère de Dieu, la sainte Vierge Marie;Commémoration;0
7;21;Baramhat;Venue de Notre Sauveur à Béthanie et concertation des grands prêtres pour tuer Lazare, celui que le Seigneur a ressuscité;Venue;0
7;22;Baramhat;Décès de saint Cyrille, évêque de Jérusalem;Décès;0
7;22;Baramhat;Décès de Joseph d’Arimathie, le juste;Décès;0
7;22;Baramhat;Décès de saint Michel, évêque de Nakadah;Décès;0
7;23;Baramhat;Décès du prophète Daniel, le juste ;Décès;0
7;24;Baramhat;Apparition de la Sainte vierge Marie sur le toit de l'église qui lui est dédiée à Zeitoun;Apparition;0
7;24;Baramhat;Décès du pape saint Macaire 1er, le 59ème Pape de la prédication de saint Marc;Décès;0
7;25;Baramhat;Martyre de saint Onésiphore, l’un des 70 disciples;Martyre;1
7;25;Baramhat;Décès de saint Prisca, l’un des 70 disciples;Décès;0
7;25;Baramhat;Décès du pape Mathieu III le 100ème patriarche;Décès;0
7;26;Baramhat;Décès de sainte Eupraxie, la vierge;Décès;0
7;26;Baramhat;Décès du pape Pierre VI, le 104ème patriarche de la prédication de saint Marc;Décès;0
7;27;Baramhat;Martyre de saint Domikios;Martyre;1
7;27;Baramhat;Commémoration de la crucifixion de notre Seigneur Jésus Christ;Commémoration;0
7;27;Baramhat;Décès de saint Macaire le grand;Décès;0
7;28;Baramhat;Décès de l’empereur Constantin le grand;Décès;0
7;28;Baramhat;Décès du pape Pierre (Boutros) VII, le 109ème patriarche de la prédication de saint Marc;Décès;0
7;28;Baramhat;Commémoration d’Abba Sarabamôn, surnommé abou Tarha (le voilé);Commémoration;0
7;29;Baramhat;Fête de l’annonciation;Fête;0
7;29;Baramhat;Commémoration de la résurrection du Christ d’entre les morts;Commémoration;0
7;30;Baramhat;Commémoration de l’archange Gabriel, le Messager;Commémoration;0
7;30;Baramhat;Commémoration de Samson, l’un des juges d’Israël;Commémoration;0
7;30;Baramhat;Translation des reliques de saint Jacques, l’intercis;Translation;0
8;1;Baramouda;Décès de saint Silvain le moine;Décès;0
8;1;Baramouda;Décès du prêtre Aaron;Décès;0
8;1;Baramouda;Attaque du désert de Scété par les bédouins de haute Egypte;Attaque;0
8;2;Baramouda;Martyre de saint Christophe;Martyre;1
8;2;Baramouda;Décès du pape Jean IX le 81ème patriarche de la prédication de saint Marc;Décès;0
8;3;Baramouda;Décès du pape Michel II, le 71ème pape de la prédication de saint Marc;Décès;0
8;3;Baramouda;Décès de saint Jean, l’évêque de Jérusalem;Décès;0
8;4;Baramouda;Martyre de saint Victor, saint Acace, saint Dèce, sainte Iriny la vierge ainsi que de nombreuses personnes, hommes et femmes, qui les accompagnaient;Martyre;1
8;4;Baramouda;Décès de saint Eugine;Décès;0
8;5;Baramouda;Martyre du prophète Ezéchiel fils de Buzi;Martyre;1
8;5;Baramouda;Martyre de saint Hypatius, évêque de Gangre;Martyre;1
8;6;Baramouda;Décès de sainte Marie l’égyptienne, l’anachorète;Décès;0
8;7;Baramouda;Martyre de saint Agapius et sainte Théodora;Martyre;1
8;7;Baramouda;Décès de Joachim le juste, le père de la sainte Vierge Marie;Décès;0
8;7;Baramouda;Décès de saint Macrobe;Décès;0
8;8;Baramouda;Martyre des vierges, saintes Agapé, Irène et Chiona;Martyre;1
8;8;Baramouda;Martyre de 150 fidèles tués par le roi des perses;Martyre;1
8;9;Baramouda;Décès de saint Zosime, le prêtre;Décès;0
8;9;Baramouda;Commémoration du grand miracle que Dieu accomplit par l’intermédiaire du pape Chénouda 1er, le 55ème patriarche;Commémoration;0
8;10;Baramouda;Décès d’abba Isaac, le disciple d’abba Apollo;Décès;0
8;10;Baramouda;Décès du pape Gabriel II, le 70ème patriarche de la prédication de saint Marc;Décès;0
8;11;Baramouda;Décès de sainte Théodora;Décès;0
8;11;Baramouda;Décès de saint Jean, l’évêque de Gaza;Décès;0
8;12;Baramouda;Commémoration de l’archange Michel;Commémoration;0
8;12;Baramouda;Décès de saint Alexandre le confesseur, l’évêque de Jérusalem;Décès;0
8;12;Baramouda;Décès de saint Antoine, l’évêque de Thmoui;Décès;0
8;13;Baramouda;Martyre des deux saints Josué et Joseph;Martyre;1
8;13;Baramouda;Martyre de saint Médius;Martyre;1
8;13;Baramouda;Décès du pape Jean XVII, le 105ème patriarche de la prédication de saint Marc;Décès;0
8;13;Baramouda;Commémoration de sainte Denise;Commémoration;0
8;14;Baramouda;Décès du pape Maxime, le 15ème patriarche de la prédication de saint Marc;Décès;0
8;14;Baramouda;Décès de saint Ehrôn le syriaque;Décès;0
8;15;Baramouda;Martyre de la reine sainte Alexandra;Martyre;1
8;15;Baramouda;Consécration de l’église de saint Agabus, l’un des soixante-dix disciples du Christ;Consécration;0
8;15;Baramouda;Décès du pape Marc VI, le 101ème patriarche de la prédication de saint Marc;Décès;0
8;16;Baramouda;Martyre de saint Antipas, évêque de Pergame et disciple de l’apôtre saint Jean;Martyre;1
8;16;Baramouda;Commémoration de l’élévation d’Enoch le juste vivant vers le ciel;Commémoration;0
8;17;Baramouda;Martyre de saint Jacques le majeur, un des douze apôtres ainsi que le frère de saint Jean le bien-aimé;Martyre;1
8;17;Baramouda;Décès de saint Nicodème;Décès;0
8;18;Baramouda;Martyre de saint Arsène le disciple de saint Sissinius;Martyre;1
8;18;Baramouda;Décès de saint Apollo, le disciple de saint Samuel le confesseur;Décès;0
8;19;Baramouda;Martyre de saint Siméon l’arménien, évêque de Perse;Martyre;1
8;19;Baramouda;Martyre du bienheureux Jean Abou-Nagah le grand et du notable Abou-l-‘Ala Fahd fils d’Ibrahim ainsi que de leurs compagnons;Martyre;1
8;19;Baramouda;Martyre de David, le moine, le fils de Gabriel el-Borgui;Martyre;1
8;20;Baramouda;Martyre de saint Paphnouté de Déndérah;Martyre;1
8;21;Baramouda;Commémoration de la sainte Vierge Marie, la Mère de Dieu;Commémoration;0
8;21;Baramouda;Décès de saint Hiérothée, évêque d’Athènes;Décès;0
8;22;Baramouda;Décès du pape Alexandre I, le 19ème patriarche de la prédication de saint Marc;Décès;0
8;22;Baramouda;Décès du pape Marc II, le 49ème patriarche de la prédication de saint Marc;Décès;0
8;22;Baramouda;Décès du pape Michel II, le 53ème patriarche de la prédication de saint Marc;Décès;0
8;22;Baramouda;Décès de saint Isaac de Hourîn;Décès;0
8;23;Baramouda;Martyre de saint Georges, le grand martyr;Martyre;1
8;24;Baramouda;Martyre de saint Sina, le soldat et le compagnon de saint Isidore;Martyre;1
8;24;Baramouda;Décès du pape Chénouté I, le 55ème patriarche de la prédication de saint Marc;Décès;0
8;25;Baramouda;Martyre de sainte Sarah et de ses deux fils;Martyre;1
8;25;Baramouda;Martyre de saint Théodore l’adorateur et de 100 autres personnes;Martyre;1
8;26;Baramouda;Martyre de saint Sousnyos et de 1100 autres personnes;Martyre;1
8;26;Baramouda;Décès du pape Jean VII, le 78ème patriarche de la prédication de saint Marc;Décès;0
8;27;Baramouda;Martyre de saint Victor, le fils de Romanos;Martyre;1
8;28;Baramouda;Martyre de saint Milius, l’ermite;Martyre;1
8;29;Baramouda;Commémoration de l’Annonciation, la Nativité et la Résurrection;Commémoration;0
8;29;Baramouda;Décès de saint Eraste, un des 70 disciples;Décès;0
8;29;Baramouda;Décès de saint Acace, l’évêque de Jérusalem;Décès;0
8;30;Baramouda;Martyre de saint Marc l’évangéliste, le prédicateur de l’Egypte;Martyre;1
9;1;Bachans;Nativité de la très sainte Vierge Marie, la Mère de Dieu;Nativité;0
9;2;Bachans;Martyre de saint Phylothée de Dronka;Martyre;1
9;2;Bachans;Décès de Job, le juste;Décès;0
9;2;Bachans;Décès de saint Théodore de Tabenne, le disciple de saint Pacôme, le père des Cénobites;Décès;0
9;3;Bachans;Martyre de saint Otimus, le prêtre;Martyre;1
9;3;Bachans;Décès de saint Jason, l’un des soixante-dix disciples;Décès;0
9;3;Bachans;Décès du pape Gabriel IV, le 86ème patriarche de la prédication de saint Marc;Décès;0
9;4;Bachans;Décès du pape Jean 1er, le 29ème patriarche de la prédication de saint Marc;Décès;0
9;4;Bachans;Décès du pape Jean V, le 72ème patriarche de la prédication de saint Marc;Décès;0
9;5;Bachans;Martyre du prophète Jérémie;Martyre;1
9;6;Bachans;Martyre de saint Isaac de Tiphré;Martyre;1
9;6;Bachans;Martyre de sainte Doulaguy et de ses quatre enfants;Martyre;1
9;6;Bachans;Martyre de saint Paphnouté d’el Bandarah;Martyre;1
9;6;Bachans;Décès de saint Macaire d’Alexandrie;Décès;0
9;7;Bachans;Décès du pape saint Athanase l’apostolique, le 20ème patriarche de la prédication de saint Marc;Décès;0
9;8;Bachans;Martyre de saint Jean de Senhout;Martyre;1
9;8;Bachans;Commémoration de l’ascension de notre Seigneur Jésus Christ;Commémoration;0
9;8;Bachans;Décès de saint Daniel l’higoumène de la vallée de Scété;Décès;0
9;9;Bachans;Décès de sainte Hélène, la reine;Décès;0
9;9;Bachans;Décès du pape Jean XI, le 89ème patriarche de la prédication de saint Marc;Décès;0
9;9;Bachans;Décès du pape Gabriel VIII, le 97ème patriarche de la prédication de saint Marc;Décès;0
9;10;Bachans;Lancement des trois jeunes saints : Ananias, Azarias et Misaël dans la fournaise de feu;Lancement;0
9;11;Bachans;Martyre de sainte Théoclia épouse de saint Juste fils de l’empereur Numérien;Martyre;1
9;11;Bachans;Décès d'abba Paphnouté, l'évêque;Décès;0
9;12;Bachans;Martyre du notable el-moallem Malaty;Martyre;1
9;12;Bachans;Commémoration de l'archange Michel;Commémoration;0
9;12;Bachans;Translation des reliques de saint Jean Chrysostome;Translation;0
9;12;Bachans;Commémoration de l'apparition d'une croix lumineuse au-dessus du Golgotha;Commémoration;0
9;12;Bachans;Décès du pape Marc VII, 106ème patriarche de la prédication de saint Marc;Décès;0
9;12;Bachans;Consécration de l'église de sainte Damienne;Consécration;0
9;13;Bachans;Martyre d'abba Pigol, le soldat;Martyre;1
9;13;Bachans;Décès de saint Arsène, le précepteur des fils de l'empereur;Décès;0
9;14;Bachans;Martyre de saint Épimaque de Péluse;Martyre;1
9;14;Bachans;Décès d’abba Pacôme, le père du monachisme cénobitique;Décès;0
9;15;Bachans;Martyre de saint Siméon le cananite et le zélote, un des douze apôtres;Martyre;1
9;15;Bachans;Martyre de quatre cent personnes à Déndérah;Martyre;1
9;15;Bachans;Commémoration du diacre Ménas, l’anachorète;Commémoration;0
9;15;Bachans;Décès du prêtre Chams-el-Riassa abou-Barakât, connu sous le nom d’ibn-Kébar;Décès;0
9;16;Bachans;Consécration de l’église de saint Jean l’évangéliste, à Alexandrie;Consécration;0
9;17;Bachans;Commémoration de la Pentecôte;Commémoration;0
9;17;Bachans;Décès de saint Georges, le compagnon de saint Abraam;Décès;0
9;18;Bachans;Commémoration de la Pentecôte;Commémoration;0
9;18;Bachans;Décès de saint Georges, le compagnon de saint Abraam;Décès;0
9;19;Bachans;Martyre de saint Isidore d’Antioche;Martyre;1
9;19;Bachans;Décès de saint Isaac, le prêtre des Kélias;Décès;0
9;20;Bachans;Martyre des six soldats qui ont accompagné le prince Claude, le martyr;Martyre;1
9;20;Bachans;Décès d’abba Amonius, l’ermite;Décès;0
9;21;Bachans;Commémoration de la sainte Vierge Marie, la Mère de Dieu;Commémoration;0
9;21;Bachans;Décès de saint Marcien;Décès;0
9;22;Bachans;Martyre de 142 enfants et 28 femmes;Martyre;1
9;22;Bachans;Décès de saint Andronique, l’un des soixante-dix disciples;Décès;0
9;22;Bachans;Décès de saint Amoun, le fondateur de la vallée de Nitrie;Décès;0
9;23;Bachans;Martyre de sainte Tekla pendant le martyre du prince Claude;Martyre;1
9;23;Bachans;Martyre de saint Julien et sa mère à Alexandrie;Martyre;1
9;23;Bachans;Décès de saint Junias, un des soixante-dix disciples;Décès;0
9;23;Bachans;Décès de saint Potamon le confesseur;Décès;0
9;24;Bachans;Martyre de saint Chatoufa, le moine du monastère d’abba Macaire;Martyre;1
9;24;Bachans;Commémoration de la venue du Christ en Egypte;Commémoration;0
9;24;Bachans;Décès du prophète Habacuc;Décès;0
9;25;Bachans;Martyre de saint Colluthus d’Antinoë, le médecin;Martyre;1
9;25;Bachans;Décès du Mo’allem Ibrahim al-Gohari, le grand dignitaire;Décès;0
9;26;Bachans;Martyre de saint Thomas, l'apôtre;Martyre;1
9;27;Bachans;Décès de saint Lazare, le bien-aimé du Seigneur;Décès;0
9;27;Bachans;Décès d’abba Thomas l’anachorète au mont Chénechéf;Décès;0
9;27;Bachans;Décès du pape Jean II, le 30ème patriarche de la prédication de saint Marc;Décès;0
9;28;Bachans;Translation des reliques de saint Epiphane;Translation;0
9;29;Bachans;Commémoration de l’Annonciation, la Nativité et la Résurrection;Commémoration;0
9;29;Bachans;Décès de saint Siméon le stylite;Décès;0
9;30;Bachans;Décès de saint Phorus, l’un des soixante-dix disciples;Décès;0
9;30;Bachans;Décès de saint Michel 1er, le 68ème patriarche de la prédication de saint Marc;Décès;0
10;1;Paoni;Martyre de saint abba Fam le soldat;Martyre;1
10;1;Paoni;Martyre de saint Côme de Taha ainsi que ses compagnons;Martyre;1
10;1;Paoni;Décès de Saint Carpos, l’un des soixante-dix disciples;Décès;0
10;1;Paoni;Consécration de l’église de saint Léonce de Tripoli;Consécration;0
10;2;Paoni;Apparition des reliques de saint Jean le baptiste et du prophète Elysée;Apparition;0
10;2;Paoni;Décès du pape Jean XVIII, le 107ème patriarche de la prédication de saint Marc;Décès;0
10;3;Paoni;Décès de saint Abraham, l'évêque de Fayoum et de Guizeh;Décès;0
10;3;Paoni;Martyre de saint Alladius, l'évêque;Martyre;1
10;3;Paoni;Décès de sainte Marthe, l'ermite;Décès;0
10;4;Paoni;Martyre de saint Sinoussious;Martyre;1
10;4;Paoni;Martyre de saint Jean d’Héraclée;Martyre;1
10;4;Paoni;Martyre d’abba Amon et la juste Sophie;Martyre;1
10;4;Paoni;Décès de saint abba Hor;Décès;0
10;4;Paoni;Décès du pape Jean VIII, le 80ème patriarche;Décès;0
10;5;Paoni;Martyre de saint Pifâm;Martyre;1
10;5;Paoni;Martyre de saint Pichaï et saint Pierre;Martyre;1
10;5;Paoni;Décès de saint Jacques d’orient, le confesseur;Décès;0
10;5;Paoni;Commémoration de la consécration de l’église de saint Victor dans la région de Cho;Commémoration;0
10;6;Paoni;Martyre de saint Théodore, le moine;Martyre;1
10;6;Paoni;Décès de saint Didyme l'aveugle;Décès;0
10;7;Paoni;Martyre de saint Abba Éschyrône, le soldat;Martyre;1
10;7;Paoni;Consécration de l’église d’abba Matthieu el-Fakhouri au mont d’Esna;Consécration;0
10;7;Paoni;Décès de saint Moïse au mont d’Akhmim;Décès;0
10;8;Paoni;Martyre de Saint Georges le Néo-martyr;Martyre;1
10;8;Paoni;Consécration de l’église de la sainte Vierge surnommée al-Mahammah;Consécration;0
10;8;Paoni;Commémoration de sainte Tamada et ses enfants ainsi que saint Armanous et sa mère;Commémoration;0
10;9;Paoni;Translation des reliques de saint Mercure au Caire;Translation;0
10;9;Paoni;Martyre de saint Lucilianus et quatre autres personnes avec lui;Martyre;1
10;9;Paoni;Martyre de saint Apamôn et saint Serna;Martyre;1
10;9;Paoni;Décès de saint Samuel, le prophète;Décès;0
10;10;Paoni;Martyre de saint Maksy de Chénra, le prêtre;Martyre;1
10;10;Paoni;Martyre de sainte Dabamoune, sa sœur Bastamoune ainsi que leur mère Sophie;Martyre;1
10;10;Paoni;Commémoration de l’ouverture des églises;Commémoration;0
10;10;Paoni;Décès du pape Jean XVI le 103ème patriarche de la prédication de saint Marc;Décès;0
10;11;Paoni;Martyre de saint Euclide;Martyre;1
10;11;Paoni;Commémoration de l'édification de l'autel des quarante martyrs dans l'église du Sauveur à Alexandrie;Commémoration;0
10;12;Paoni;Commémoration de l’archange Michel;Commémoration;0
10;12;Paoni;Décès de sainte Euphémie;Décès;0
10;12;Paoni;Décès de saint Juste le 6ème patriarche de la prédication de saint Marc;Décès;0
10;12;Paoni;Décès de saint Cyrille II le 67ème patriarche de la prédication de saint Marc;Décès;0
10;13;Paoni;Commémoration de l’archange Gabriel qui porta l’annonce;Commémoration;0
10;13;Paoni;Décès de saint Jean, l’évêque de Jérusalem;Décès;0
10;14;Paoni;Martyre des saints abba Kir, Philippe, Jean et Ptolémée;Martyre;1
10;14;Paoni;Décès du pape Jean XIX, 113ème patriarche de la prédication de saint Marc;Décès;0
10;15;Paoni;Consécration de l'église de saint Ménas à Mariout;Consécration;0
10;15;Paoni;Accueil des reliques de saint Marc;Accueil;0
10;16;Paoni;Décès de saint Onuphre ou Abou-Nofr, l’anachorète;Décès;0
10;17;Paoni;Décès de saint Latsoun de Bahnassa;Décès;0
10;17;Paoni;Retour des reliques de saint Marc en Egypte;Retour;0
10;18;Paoni;Décès du pape Damien 35ème patriarche de la prédication de saint Marc;Décès;0
10;18;Paoni;Inauguration de la nouvelle cathédrale saint Marc sur le terrain du monastère saint Freige (anba Rouwés);Inauguration;0
10;19;Paoni;Martyre de saint Georges al-Mouzahim;Martyre;1
10;19;Paoni;Décès de saint Pichaï Anoub;Décès;0
10;19;Paoni;Décès du pape Achille, le 18ème patriarche de la prédication de saint Marc;Décès;0
10;19;Paoni;Dépose des reliques de l’apôtre saint Marc dans le sanctuaire prévu à cet effet au monastère de saint Freige;Dépose;0
10;20;Paoni;Décès du saint prophète Elisée;Décès;0
10;20;Paoni;Consécration de l’église de saint Kloug le prêtre;Consécration;0
10;21;Paoni;Commémoration de l'édification de la première église dédiée à la Vierge Marie dans la ville de Philippes;Commémoration;0
10;21;Paoni;Martyre de saint Timothée, l'égyptien;Martyre;1
10;21;Paoni;Commémoration du miracle de la libération de Mathias à Bartas par l’intercession de la sainte Vierge Marie;Commémoration;0
10;21;Paoni;Décès du pape Kerdon, le 4ème pape d'Alexandrie;Décès;0
10;22;Paoni;Consécration de l'église de saint Côme et saint Damien, de leurs frères et de leur mère;Consécration;0
10;23;Paoni;Décès de saint abba Noub le confesseur;Décès;0
10;24;Paoni;Martyre du grand saint Moïse le noir;Martyre;1
10;24;Paoni;Décès de saint Isidore, le prêtre de Scété;Décès;0
10;25;Paoni;Décès du pape Pierre IV, le 34ème patriarche de la prédication de saint Marc;Décès;0
10;26;Paoni;Consécration de l’église de l’archange Gabriel au mont el-Nakloun à Fayoum;Consécration;0
10;27;Paoni;Martyre de saint Ananie, le disciple;Martyre;1
10;27;Paoni;Martyre de saint Thomas de Chânedalâte;Martyre;1
10;27;Paoni;Décès de saint Jean fils d’al-Abah;Décès;0
10;28;Paoni;Décès du pape Théodose, le 33ème patriarche de la prédication de saint Marc;Décès;0
10;28;Paoni;Consécration de l’église d’abba Sarabamôn, l’évêque de Nikiou;Consécration;0
10;29;Paoni;Martyre des sept ermites du mont Tounah;Martyre;1
10;29;Paoni;Martyre de saint abba Hour et de sa mère Théodora;Martyre;1
10;29;Paoni;Commémoration de l’Annonciation, la Nativité et la Résurrection;Commémoration;0
10;30;Paoni;Naissance de saint Jean le baptiste;Naissance;0
10;30;Paoni;Décès du pape Côme 1er, le 44ème patriarche de la prédication de saint Marc;Décès;0
11;1;Habib;Martyre de sainte Fébronia, l’ascète;Martyre;1
11;1;Habib;Décès des saints Bioukha et Tayâban les prêtres;Décès;0
11;1;Habib;Consécration de l’église de saint Ménas au mont Abnoub;Consécration;0
11;2;Habib;Décès de l'apôtre saint Jude (Lebbaeus surnommé Thaddée);Décès;0
11;3;Habib;Décès du pape saint Cyrille 1er, le 24ème patriarche de la prédication de saint Marc;Décès;0
11;3;Habib;Décès de saint Célestin, le pape de Rome;Décès;0
11;4;Habib;Translation des reliques de saint Cyr et saint Jean;Translation;0
11;5;Habib;Martyre de saint Pierre et saint Paul;Martyre;1
11;5;Habib;Martyre de saint Marc, le gouverneur d’al-Borollos, le père de sainte Damiana;Martyre;1
11;6;Habib;Martyre de saint Olympas, le disciple;Martyre;1
11;6;Habib;Martyre de sainte Théodosie et de ses compagnons;Martyre;1
11;7;Habib;Décès d’Abba Chénouda, l’archimandrite;Décès;0
11;8;Habib;Martyre de saint Pirô’ouh et saint Athom;Martyre;1
11;8;Habib;Martyre de saint Plana, le prêtre;Martyre;1
11;8;Habib;Martyre de saint Pimanôn;Martyre;1
11;8;Habib;Décès de saint Pichoï;Décès;0
11;8;Habib;Décès de saint Karas frère du roi Théodose;Décès;0
11;8;Habib;Décès de saint Marc al-Antouni;Décès;0
11;9;Habib;Martyre de Simon fils d’Alphée, l’évêque de Jérusalem;Martyre;1
11;9;Habib;Décès du pape Céladion le 9ème patriarche de la prédication de saint Marc;Décès;0
11;10;Habib;Martyre de saint Théodore, évêque de la Pentapole occidentale;Martyre;1
11;10;Habib;Martyre de saint Théodore, évêque de Corinthe ainsi que ses compagnons;Martyre;1
11;11;Habib;Martyre de saint Jean et de son cousin Siméon;Martyre;1
11;11;Habib;Décès de saint Isaïe de Scété;Décès;0
11;12;Habib;Martyre de saint abba Hour El-Siriakousy;Martyre;1
11;12;Habib;Commémoration de l'archange Michel;Commémoration;0
11;12;Habib;Décès de saint Sisoès le grand;Décès;0
11;13;Habib;Martyre de saint Abamôn de Toukh;Martyre;1
11;13;Habib;Martyre de saint Chénouté, au début de l'époque arabe;Martyre;1
