copt_code_date,coptic_date,synaxaire,month_name,month_number,day_number,synaxaire_category,is_martyre
915,15 Bachans,Martyre de quatre cent personnes à Déndérah,Bachans,9,15,Martyre,1
915,15 Bachans,"Commémoration du diacre Ménas, l’anachorète",Bachans,9,15,Commémoration,0
915,15 Bachans,"Décès du prêtre Chams-el-Riassa abou-Barakât, connu sous le nom d’ibn-Kébar",Bachans,9,15,Décès,0
916,16 Bachans,"Consécration de l’église de saint Jean l’évangéliste, à Alexandrie",Bachans,9,16,Consécration,0
917,17 Bachans,Commémoration de la Pentecôte,Bachans,9,17,Commémoration,0
917,17 Bachans,"Décès de saint Georges, le compagnon de saint Abraam",Bachans,9,17,Décès,0
918,18 Bachans,Commémoration de la Pentecôte,Bachans,9,18,Commémoration,0
918,18 Bachans,"Décès de saint Georges, le compagnon de saint Abraam",Bachans,9,18,Décès,0
919,19 Bachans,Martyre de saint Isidore d’Antioche,Bachans,9,19,Martyre,1
919,19 Bachans,"Décès de saint Isaac, le prêtre des Kélias",Bachans,9,19,Décès,0
920,20 Bachans,"Martyre des six soldats qui ont accompagné le prince Claude, le martyr",Bachans,9,20,Martyre,1
920,20 Bachans,"Décès d’abba Amonius, l’ermite",Bachans,9,20,Décès,0
921,21 Bachans,"Commémoration de la sainte Vierge Marie, la Mère de Dieu",Bachans,9,21,Commémoration,0
921,21 Bachans,Décès de saint Marcien,Bachans,9,21,Décès,0
922,22 Bachans,Martyre de 142 enfants et 28 femmes,Bachans,9,22,Martyre,1
922,22 Bachans,"Décès de saint Andronique, l’un des soixante-dix disciples",Bachans,9,22,Décès,0
922,22 Bachans,"Décès de saint Amoun, le fondateur de la vallée de Nitrie",Bachans,9,22,Décès,0
923,23 Bachans,Martyre de sainte Tekla pendant le martyre du prince Claude,Bachans,9,23,Martyre,1
923,23 Bachans,Martyre de saint Julien et sa mère à Alexandrie,Bachans,9,23,Martyre,1
923,23 Bachans,"Décès de saint Junias, un des soixante-dix disciples",Bachans,9,23,Décès,0
923,23 Bachans,Décès de saint Potamon le confesseur,Bachans,9,23,Décès,0
924,24 Bachans,"Martyre de saint Chatoufa, le moine du monastère d’abba Macaire",Bachans,9,24,Martyre,1
924,24 Bachans,Commémoration de la venue du Christ en Egypte,Bachans,9,24,Commémoration,0
924,24 Bachans,Décès du prophète Habacuc,Bachans,9,24,Décès,0
925,25 Bachans,"Martyre de saint Colluthus d’Antinoë, le médecin",Bachans,9,25,Martyre,1
925,25 Bachans,"Décès du Mo’allem Ibrahim al-Gohari, le grand dignitaire",Bachans,9,25,Décès,0
926,26 Bachans,"Martyre de saint Thomas, l'apôtre",Bachans,9,26,Martyre,1
927,27 Bachans,"Décès de saint Lazare, le bien-aimé du Seigneur",Bachans,9,27,Décès,0
927,27 Bachans,Décès d’abba Thomas l’anachorète au mont Chénechéf,Bachans,9,27,Décès,0
927,27 Bachans,"Décès du pape Jean II, le 30ème patriarche de la prédication de saint Marc",Bachans,9,27,Décès,0
928,28 Bachans,Translation des reliques de saint Epiphane,Bachans,9,28,Translation,0
929,29 Bachans,"Commémoration de l’Annonciation, la Nativité et la Résurrection",Bachans,9,29,Commémoration,0
929,29 Bachans,Décès de saint Siméon le stylite,Bachans,9,29,Décès,0
930,30 Bachans,"Décès de saint Phorus, l’un des soixante-dix disciples",Bachans,9,30,Décès,0
930,30 Bachans,"Décès de saint Michel 1er, le 68ème patriarche de la prédication de saint Marc",Bachans,9,30,Décès,0
101,1 Paoni,Martyre de saint abba Fam le soldat,Paoni,10,1,Martyre,1
101,1 Paoni,Martyre de saint Côme de Taha ainsi que ses compagnons,Paoni,10,1,Martyre,1
101,1 Paoni,"Décès de Saint Carpos, l’un des soixante-dix disciples",Paoni,10,1,Décès,0
101,1 Paoni,Consécration de l’église de saint Léonce de Tripoli,Paoni,10,1,Consécration,0
102,2 Paoni,Apparition des reliques de saint Jean le baptiste et du prophète Elysée,Paoni,10,2,Apparition,0
102,2 Paoni,"Décès du pape Jean XVIII, le 107ème patriarche de la prédication de saint Marc",Paoni,10,2,Décès,0
103,3 Paoni,"Décès de saint Abraham, l'évêque de Fayoum et de Guizeh",Paoni,10,3,Décès,0
103,3 Paoni,"Martyre de saint Alladius, l'évêque",Paoni,10,3,Martyre,1
103,3 Paoni,"Décès de sainte Marthe, l'ermite",Paoni,10,3,Décès,0
104,4 Paoni,Martyre de saint Sinoussious,Paoni,10,4,Martyre,1
104,4 Paoni,Martyre de saint Jean d’Héraclée,Paoni,10,4,Martyre,1
104,4 Paoni,Martyre d’abba Amon et la juste Sophie,Paoni,10,4,Martyre,1
104,4 Paoni,Décès de saint abba Hor,Paoni,10,4,Décès,0
104,4 Paoni,"Décès du pape Jean VIII, le 80ème patriarche",Paoni,10,4,Décès,0
105,5 Paoni,Martyre de saint Pifâm,Paoni,10,5,Martyre,1
105,5 Paoni,Martyre de saint Pichaï et saint Pierre,Paoni,10,5,Martyre,1
105,5 Paoni,"Décès de saint Jacques d’orient, le confesseur",Paoni,10,5,Décès,0
105,5 Paoni,Commémoration de la consécration de l’église de saint Victor dans la région de Cho,Paoni,10,5,Commémoration,0
106,6 Paoni,"Martyre de saint Théodore, le moine",Paoni,10,6,Martyre,1
106,6 Paoni,Décès de saint Didyme l'aveugle,Paoni,10,6,Décès,0
107,7 Paoni,"Martyre de saint Abba Éschyrône, le soldat",Paoni,10,7,Martyre,1
107,7 Paoni,Consécration de l’église d’abba Matthieu el-Fakhouri au mont d’Esna,Paoni,10,7,Consécration,0
107,7 Paoni,Décès de saint Moïse au mont d’Akhmim,Paoni,10,7,Décès,0
108,8 Paoni,Martyre de Saint Georges le Néo-martyr,Paoni,10,8,Martyre,1
108,8 Paoni,Consécration de l’église de la sainte Vierge surnommée al-Mahammah,Paoni,10,8,Consécration,0
108,8 Paoni,Commémoration de sainte Tamada et ses enfants ainsi que saint Armanous et sa mère,Paoni,10,8,Commémoration,0
109,9 Paoni,Translation des reliques de saint Mercure au Caire,Paoni,10,9,Translation,0
109,9 Paoni,Martyre de saint Lucilianus et quatre autres personnes avec lui,Paoni,10,9,Martyre,1
109,9 Paoni,Martyre de saint Apamôn et saint Serna,Paoni,10,9,Martyre,1
109,9 Paoni,"Décès de saint Samuel, le prophète",Paoni,10,9,Décès,0
1010,10 Paoni,"Martyre de saint Maksy de Chénra, le prêtre",Paoni,10,10,Martyre,1
1010,10 Paoni,"Martyre de sainte Dabamoune, sa sœur Bastamoune ainsi que leur mère Sophie",Paoni,10,10,Martyre,1
1010,10 Paoni,Commémoration de l’ouverture des églises,Paoni,10,10,Commémoration,0
1010,10 Paoni,Décès du pape Jean XVI le 103ème patriarche de la prédication de saint Marc,Paoni,10,10,Décès,0
1011,11 Paoni,Martyre de saint Euclide,Paoni,10,11,Martyre,1
1011,11 Paoni,Commémoration de l'édification de l'autel des quarante martyrs dans l'église du Sauveur à Alexandrie,Paoni,10,11,Commémoration,0
1012,12 Paoni,Commémoration de l’archange Michel,Paoni,10,12,Commémoration,0
1012,12 Paoni,Décès de sainte Euphémie,Paoni,10,12,Décès,0
1012,12 Paoni,Décès de saint Juste le 6ème patriarche de la prédication de saint Marc,Paoni,10,12,Décès,0
1012,12 Paoni,Décès de saint Cyrille II le 67ème patriarche de la prédication de saint Marc,Paoni,10,12,Décès,0
1013,13 Paoni,Commémoration de l’archange Gabriel qui porta l’annonce,Paoni,10,13,Commémoration,0
1013,13 Paoni,"Décès de saint Jean, l’évêque de Jérusalem",Paoni,10,13,Décès,0
1014,14 Paoni,"Martyre des saints abba Kir, Philippe, Jean et Ptolémée",Paoni,10,14,Martyre,1
1014,14 Paoni,"Décès du pape Jean XIX, 113ème patriarche de la prédication de saint Marc",Paoni,10,14,Décès,0
1015,15 Paoni,Consécration de l'église de saint Ménas à Mariout,Paoni,10,15,Consécration,0
1015,15 Paoni,Accueil des reliques de saint Marc,Paoni,10,15,Accueil,0
1016,16 Paoni,"Décès de saint Onuphre ou Abou-Nofr, l’anachorète",Paoni,10,16,Décès,0
1017,17 Paoni,Décès de saint Latsoun de Bahnassa,Paoni,10,17,Décès,0
1017,17 Paoni,Retour des reliques de saint Marc en Egypte,Paoni,10,17,Retour,0
1018,18 Paoni,Décès du pape Damien 35ème patriarche de la prédication de saint Marc,Paoni,10,18,Décès,0
1018,18 Paoni,Inauguration de la nouvelle cathédrale saint Marc sur le terrain du monastère saint Freige (anba Rouwés),Paoni,10,18,Inauguration,0
1019,19 Paoni,Martyre de saint Georges al-Mouzahim,Paoni,10,19,Martyre,1
1019,19 Paoni,Décès de saint Pichaï Anoub,Paoni,10,19,Décès,0
1019,19 Paoni,"Décès du pape Achille, le 18ème patriarche de la prédication de saint Marc",Paoni,10,19,Décès,0
1019,19 Paoni,Dépose des reliques de l’apôtre saint Marc dans le sanctuaire prévu à cet effet au monastère de saint Freige,Paoni,10,19,Dépose,0
1020,20 Paoni,Décès du saint prophète Elisée,Paoni,10,20,Décès,0
1020,20 Paoni,Consécration de l’église de saint Kloug le prêtre,Paoni,10,20,Consécration,0
1021,21 Paoni,Commémoration de l'édification de la première église dédiée à la Vierge Marie dans la ville de Philippes,Paoni,10,21,Commémoration,0
1021,21 Paoni,"Martyre de saint Timothée, l'égyptien",Paoni,10,21,Martyre,1
1021,21 Paoni,Commémoration du miracle de la libération de Mathias à Bartas par l’intercession de la sainte Vierge Marie,Paoni,10,21,Commémoration,0
1021,21 Paoni,"Décès du pape Kerdon, le 4ème pape d'Alexandrie",Paoni,10,21,Décès,0
1022,22 Paoni,"Consécration de l'église de saint Côme et saint Damien, de leurs frères et de leur mère",Paoni,10,22,Consécration,0
1023,23 Paoni,Décès de saint abba Noub le confesseur,Paoni,10,23,Décès,0
1024,24 Paoni,Martyre du grand saint Moïse le noir,Paoni,10,24,Martyre,1
1024,24 Paoni,"Décès de saint Isidore, le prêtre de Scété",Paoni,10,24,Décès,0
1025,25 Paoni,"Décès du pape Pierre IV, le 34ème patriarche de la prédication de saint Marc",Paoni,10,25,Décès,0
1026,26 Paoni,Consécration de l’église de l’archange Gabriel au mont el-Nakloun à Fayoum,Paoni,10,26,Consécration,0
1027,27 Paoni,"Martyre de saint Ananie, le disciple",Paoni,10,27,Martyre,1
1027,27 Paoni,Martyre de saint Thomas de Chânedalâte,Paoni,10,27,Martyre,1
1027,27 Paoni,Décès de saint Jean fils d’al-Abah,Paoni,10,27,Décès,0
1028,28 Paoni,"Décès du pape Théodose, le 33ème patriarche de la prédication de saint Marc",Paoni,10,28,Décès,0
1028,28 Paoni,"Consécration de l’église d’abba Sarabamôn, l’évêque de Nikiou",Paoni,10,28,Consécration,0
1029,29 Paoni,Martyre des sept ermites du mont Tounah,Paoni,10,29,Martyre,1
1029,29 Paoni,Martyre de saint abba Hour et de sa mère Théodora,Paoni,10,29,Martyre,1
1029,29 Paoni,"Commémoration de l’Annonciation, la Nativité et la Résurrection",Paoni,10,29,Commémoration,0
1030,30 Paoni,Naissance de saint Jean le baptiste,Paoni,10,30,Naissance,0
1030,30 Paoni,"Décès du pape Côme 1er, le 44ème patriarche de la prédication de saint Marc",Paoni,10,30,Décès,0
111,1 Habib,"Martyre de sainte Fébronia, l’ascète",Habib,11,1,Martyre,1
111,1 Habib,Décès des saints Bioukha et Tayâban les prêtres,Habib,11,1,Décès,0
111,1 Habib,Consécration de l’église de saint Ménas au mont Abnoub,Habib,11,1,Consécration,0
112,2 Habib,Décès de l'apôtre saint Jude (Lebbaeus surnommé Thaddée),Habib,11,2,Décès,0
113,3 Habib,"Décès du pape saint Cyrille 1er, le 24ème patriarche de la prédication de saint Marc",Habib,11,3,Décès,0
113,3 Habib,"Décès de saint Célestin, le pape de Rome",Habib,11,3,Décès,0
114,4 Habib,Translation des reliques de saint Cyr et saint Jean,Habib,11,4,Translation,0
115,5 Habib,Martyre de saint Pierre et saint Paul,Habib,11,5,Martyre,1
115,5 Habib,"Martyre de saint Marc, le gouverneur d’al-Borollos, le père de sainte Damiana",Habib,11,5,Martyre,1
116,6 Habib,"Martyre de saint Olympas, le disciple",Habib,11,6,Martyre,1
116,6 Habib,Martyre de sainte Théodosie et de ses compagnons,Habib,11,6,Martyre,1
117,7 Habib,"Décès d’Abba Chénouda, l’archimandrite",Habib,11,7,Décès,0
118,8 Habib,Martyre de saint Pirô’ouh et saint Athom,Habib,11,8,Martyre,1
118,8 Habib,"Martyre de saint Plana, le prêtre",Habib,11,8,Martyre,1
118,8 Habib,Martyre de saint Pimanôn,Habib,11,8,Martyre,1
118,8 Habib,Décès de saint Pichoï,Habib,11,8,Décès,0
118,8 Habib,Décès de saint Karas frère du roi Théodose,Habib,11,8,Décès,0
118,8 Habib,Décès de saint Marc al-Antouni,Habib,11,8,Décès,0
119,9 Habib,"Martyre de Simon fils d’Alphée, l’évêque de Jérusalem",Habib,11,9,Martyre,1
119,9 Habib,Décès du pape Céladion le 9ème patriarche de la prédication de saint Marc,Habib,11,9,Décès,0
1110,10 Habib,"Martyre de saint Théodore, évêque de la Pentapole occidentale",Habib,11,10,Martyre,1
1110,10 Habib,"Martyre de saint Théodore, évêque de Corinthe ainsi que ses compagnons",Habib,11,10,Martyre,1
1111,11 Habib,Martyre de saint Jean et de son cousin Siméon,Habib,11,11,Martyre,1
1111,11 Habib,Décès de saint Isaïe de Scété,Habib,11,11,Décès,0
1112,12 Habib,Martyre de saint abba Hour El-Siriakousy,Habib,11,12,Martyre,1
1112,12 Habib,Commémoration de l'archange Michel,Habib,11,12,Commémoration,0
1112,12 Habib,Décès de saint Sisoès le grand,Habib,11,12,Décès,0
1113,13 Habib,Martyre de saint Abamôn de Toukh,Habib,11,13,Martyre,1
1113,13 Habib,"Martyre de saint Chénouté, au début de l'époque arabe",Habib,11,13,Martyre,1
1113,13 Habib,"Décès de saint Pisentius, l’évêque de Qift (Coptos)",Habib,11,13,Décès,0
1114,14 Habib,Martyre de saint Procope,Habib,11,14,Martyre,1
1114,14 Habib,"Décès du pape Pierre V, le 83ème patriarche de la prédication de saint Marc",Habib,11,14,Décès,0
1115,15 Habib,Martyre de saint Cyr et sainte Julitte,Habib,11,15,Martyre,1
1115,15 Habib,Martyre de saint Horesius de Soul,Habib,11,15,Martyre,1
1115,15 Habib,Décès de saint Ephrem le syriaque,Habib,11,15,Décès,0
1116,16 Habib,"Décès de saint Jean, le détenteur de l'Evangile en or",Habib,11,16,Décès,0
1116,16 Habib,Arrivée de la dépouille du grand martyr saint Georges de Cappadoce à son église du vieux Caire,Habib,11,16,Arrivée,0
1116,16 Habib,Consécration de l’église de saint Philotée,Habib,11,16,Consécration,0
1117,17 Habib,Martyre de sainte Euphémie,Habib,11,17,Martyre,1
1117,17 Habib,Martyre de sainte Téklé et sainte Marthe d’Esna,Habib,11,17,Martyre,1
1118,18 Habib,"Martyre de l’apôtre saint Jacques, le frère du Seigneur",Habib,11,18,Martyre,1
1119,19 Habib,"Martyre de saint Badaba, évêque de Coptos ainsi qu'abba André et abba Christodule",Habib,11,19,Martyre,1
1119,19 Habib,"Martyre de saint Pantaléon, le médecin",Habib,11,19,Martyre,1
1119,19 Habib,Commémoration des martyrs de la tuerie d’Esna,Habib,11,19,Commémoration,0
1119,19 Habib,"Décès d'abba Jean X, le 85ème patriarche d'Alexandrie",Habib,11,19,Décès,0
1120,20 Habib,Martyre de saint Théodore de Choteb,Habib,11,20,Martyre,1
1121,21 Habib,Commémoration de la sainte Vierge Marie,Habib,11,21,Commémoration,0
1121,21 Habib,"Décès de saint Sisinnios (Sosenius), l’eunuque",Habib,11,21,Décès,0
1122,22 Habib,"Martyre de saint Macaire, le fils du ministre Basile",Habib,11,22,Martyre,1
1122,22 Habib,Martyre de saint Léonce,Habib,11,22,Martyre,1
1123,23 Habib,"Martyre de saint Longin, le centurion",Habib,11,23,Martyre,1
1123,23 Habib,Martyre de sainte Marina,Habib,11,23,Martyre,1
1124,24 Habib,Martyre de saint abba Noub de Nahissa,Habib,11,24,Martyre,1
1124,24 Habib,"Décès du pape Simon 1er, le 42ème patriarche de la prédication de saint Marc",Habib,11,24,Décès,0
1125,25 Habib,Martyre de saint abba Isaac,Habib,11,25,Martyre,1
1125,25 Habib,Martyre de sainte Hilarie,Habib,11,25,Martyre,1
1125,25 Habib,Martyre de sainte Thècle et sainte Mouji,Habib,11,25,Martyre,1
1125,25 Habib,Martyre de saint Antoine de Béba,Habib,11,25,Martyre,1
1125,25 Habib,Martyre de Saint Aba Kragon,Habib,11,25,Martyre,1
1125,25 Habib,Martyre de saint Domitien le syrien,Habib,11,25,Martyre,1
1125,25 Habib,"Consécration de l’église de saint Mercure, le détenteur des deux épées",Habib,11,25,Consécration,0
1125,25 Habib,Décès de saint Plamôn,Habib,11,25,Décès,0
1126,26 Habib,"Décès de saint Joseph, le juste, le fiancé de la sainte Vierge Marie",Habib,11,26,Décès,0
1126,26 Habib,"Décès de saint Timothée, le 22ème patriarche de la prédication de saint Marc",Habib,11,26,Décès,0
1127,27 Habib,Martyre de saint Apamôn,Habib,11,27,Martyre,1
1127,27 Habib,Consécration de l'église de saint Abba Fâm,Habib,11,27,Consécration,0
1128,28 Habib,Décès de sainte Marie de Magdala,Habib,11,28,Décès,0
1129,29 Habib,Martyre de saint Warchenoufa,Habib,11,29,Martyre,1
1129,29 Habib,"Commémoration de l’Annonciation, la Nativité et la Résurrection",Habib,11,29,Commémoration,0
1129,29 Habib,Transfert des reliques de l'apôtre saint André,Habib,11,29,Transfert,0
1130,30 Habib,Martyre des saints Mercure et Ephrem,Habib,11,30,Martyre,1
121,1 Misra,Martyre de saint Apali fils de Juste,Misra,12,1,Martyre,1
121,1 Misra,Décès du pape Cyrille V le 112ème patriarche de la prédication de saint Marc,Misra,12,1,Décès,0
122,2 Misra,Décès de sainte Païssa,Misra,12,2,Décès,0
123,3 Misra,Translation à Constantinople des reliques de saint Siméon le stylite,Misra,12,3,Translation,0
123,3 Misra,"Décès du pape Prime, le 5ème patriarche de la prédication de saint Marc",Misra,12,3,Décès,0
124,4 Misra,"Décès du roi Ezéchias, le juste",Misra,12,4,Décès,0
124,4 Misra,Consécration de l’église de saint Antoine le grand,Misra,12,4,Consécration,0
125,5 Misra,Décès de saint Jean le soldat,Misra,12,5,Décès,0
126,6 Misra,"Martyre de sainte Julitte, la combattante",Misra,12,6,Martyre,1
126,6 Misra,Décès de saint Jacques Baradée,Misra,12,6,Décès,0
126,6 Misra,"Décès d’abba Wissa, le disciple de saint Chénouté, l’archimandrite",Misra,12,6,Décès,0
127,7 Misra,Annonce de la naissance de la sainte Vierge à saint Joachim,Misra,12,7,Annonce,0
127,7 Misra,"Décès de saint Timothée II, 26ème Patriarche de la prédication de saint Marc",Misra,12,7,Décès,0
127,7 Misra,"Décès de saint Pasentaos, l’ermite, sur le mont el-Tod",Misra,12,7,Décès,0
128,8 Misra,"Martyre d’Eléazar, de son épouse Salomé et de leurs enfants",Misra,12,8,Martyre,1
129,9 Misra,"Martyre de saint Ari, prêtre de Chetnouf",Misra,12,9,Martyre,1
1210,10 Misra,Martyre de saint Pikhebs,Misra,12,10,Martyre,1
1210,10 Misra,Martyre de saint Matra,Misra,12,10,Martyre,1
1211,11 Misra,Décès de saint Moïse évêque d’Oussim,Misra,12,11,Décès,0
1212,12 Misra,Commémoration de l’archange Michel,Misra,12,12,Commémoration,0
1212,12 Misra,Intronisation de l’empereur Constantin,Misra,12,12,Intronisation,0
1213,13 Misra,Transfiguration de notre Seigneur Jésus Christ sur le mont Thabor,Misra,12,13,Transfiguration,0
1214,14 Misra,Commémoration du grand miracle que Dieu a fait à l’époque du pape Théophile le 23ème patriarche,Misra,12,14,Commémoration,0
1215,15 Misra,"Décès de sainte Marina, la moniale",Misra,12,15,Décès,0
1216,16 Misra,Proclamation de l’assomption du corps de la très sainte vierge Marie,Misra,12,16,Proclamation,0
1216,16 Misra,Décès du pape Matthieu IV le 102ème patriarche de la prédication de saint Marc,Misra,12,16,Décès,0
1217,17 Misra,"Martyre de saint Jacques, le soldat",Misra,12,17,Martyre,1
1218,18 Misra,Martyre de saint Eudamon d’Hermonthis ,Misra,12,18,Martyre,1
1218,18 Misra,"Décès de saint Alexandre, le patriarche de Constantinople",Misra,12,18,Décès,0
1219,19 Misra,Rapatriement des reliques de saint Macaire à son monastère de Scété,Misra,12,19,Rapatriement,0
1220,20 Misra,Martyre des 7 jeunes à Ephèse,Misra,12,20,Martyre,1
1221,21 Misra,"Commémoration de la mère de Dieu, la sainte vierge Marie",Misra,12,21,Commémoration,0
1221,21 Misra,Décès de sainte Irène,Misra,12,21,Décès,0
1222,22 Misra,Décès du prophète Michée,Misra,12,22,Décès,0
1222,22 Misra,Décès de saint Augustin,Misra,12,22,Décès,0
1223,23 Misra,Martyre de trente mille chrétiens à Alexandrie,Misra,12,23,Martyre,1
1223,23 Misra,Martyre de saint Damien à Antioche,Misra,12,23,Martyre,1
1224,24 Misra,"Décès de saint Takla-Haymanot, l’éthiopien",Misra,12,24,Décès,0
1224,24 Misra,"Décès de saint Thomas, évêque de Mar’ach",Misra,12,24,Décès,0
1225,25 Misra,Décès de Saint Bessarion le grand,Misra,12,25,Décès,0
1225,25 Misra,"Décès du pape Macaire III, le 114ème patriarche de la prédication de saint Marc",Misra,12,25,Décès,0
1226,26 Misra,Martyre de saint Moïse et sa sœur Sara,Misra,12,26,Martyre,1
1226,26 Misra,"Martyre de saint Agapius, le soldat, et sa sœur Thécla",Misra,12,26,Martyre,1
1227,27 Misra,Martyre de saint Benjamin et de sa sœur sainte Eudoxie,Misra,12,27,Martyre,1
1227,27 Misra,Martyre de sainte Marie l'arménienne,Misra,12,27,Martyre,1
1228,28 Misra,"Commémoration des patriarches Abraham, Isaac et Jacob",Misra,12,28,Commémoration,0
1229,29 Misra,"Martyre de saint Athanase, l’évêque ainsi que ses deux disciples Gerassimôs et Theodotus",Misra,12,29,Martyre,1
1229,29 Misra,"Commémoration de l’Annonciation, la Nativité et la Résurrection",Misra,12,29,Commémoration,0
1229,29 Misra,Translation des reliques de saint Jean Colobos au désert de Scété,Misra,12,29,Translation,0
1230,30 Misra,Décès du prophète Malachie,Misra,12,30,Décès,0
131,1 Nisa,"Martyre de saint Pishaï d'Antioche, le frère de saint abba Hour",Nisa,13,1,Martyre,1
131,1 Nisa,Décès de saint Eutyque,Nisa,13,1,Décès,0
132,2 Nisa,"Décès de Saint Tite, le disciple",Nisa,13,2,Décès,0
133,3 Nisa,Commémoration de l’archange Raphaël,Nisa,13,3,Commémoration,0
133,3 Nisa,Martyre de saint Adrien et ses compagnons,Nisa,13,3,Martyre,1
133,3 Nisa,"Décès du pape Jean XIV, le 96ème patriarche de la prédication de saint Marc",Nisa,13,3,Décès,0
134,4 Nisa,"Décès d’Abba Pœmen, l’ermite",Nisa,13,4,Décès,0
135,5 Nisa,Décès du prophète Amos,Nisa,13,5,Décès,0
135,5 Nisa,Décès de saint Jacques – évêque du Caire,Nisa,13,5,Décès,0
135,5 Nisa,"Décès du pape Jean XV, le 99ème patriarche de la prédication de saint Marc",Nisa,13,5,Décès,0
135,5 Nisa,Décès de saint Barsouma el-Iryân (le nu),Nisa,13,5,Décès,0
136,6 Nisa,Action de Grâce,Nisa,13,6,Action,0
