copt_code_date,coptic_date,synaxaire,month_name,month_number,day_number,synaxaire_category,is_martyre
518,18 Toubah,Décès de saint Andrâs surnommé Abou l lif,Toubah,5,18,Décès,0
519,19 Toubah,"Découverte des reliques de saint abba Hour, saint Pissouri ainsi que sainte Ampira, leur mère",Toubah,5,19,Découverte,0
520,20 Toubah,"Martyre de saint Klog, le prêtre",Toubah,5,20,Martyre,1
520,20 Toubah,Martyre de saint Bahna,Toubah,5,20,Martyre,1
520,20 Toubah,"Décès de saint Prochore, l’un des 70 disciples",Toubah,5,20,Décès,0
520,20 Toubah,Consécration de l’église de saint Jean le détenteur de l'Evangile en or,Toubah,5,20,Consécration,0
521,21 Toubah,"Décès de notre Dame, la Vierge Marie, la sainte Mère de Dieu",Toubah,5,21,Décès,0
521,21 Toubah,"Décès de sainte Hilarie, la fille de l’empereur Zénon",Toubah,5,21,Décès,0
522,22 Toubah,"Décès de saint Antoine le grand, le père de tous les moines",Toubah,5,22,Décès,0
523,23 Toubah,"Martyre de saint Timothée, le disciple de l’apôtre saint Paul et l’évêque d’Ephèse",Toubah,5,23,Martyre,1
523,23 Toubah,"Décès d’abba Cyrille IV, le père de la réforme, le 110ème patriarche de la prédication de saint Marc",Toubah,5,23,Décès,0
524,24 Toubah,Martyre d'Abba Bissada le prêtre,Toubah,5,24,Martyre,1
524,24 Toubah,Décès de sainte Marie l’ascète,Toubah,5,24,Décès,0
525,25 Toubah,Martyre de saint Askalâs,Toubah,5,25,Martyre,1
525,25 Toubah,"Décès de saint Pierre, l’adorateur",Toubah,5,25,Décès,0
526,26 Toubah,"Martyre des 49 saints, les anciens de Scété",Toubah,5,26,Martyre,1
526,26 Toubah,Martyre de saint Bagouch,Toubah,5,26,Martyre,1
526,26 Toubah,Décès de sainte Anastasie,Toubah,5,26,Décès,0
527,27 Toubah,"Martyre d’abba Fam (Phœbammon) d’Ossîm, le soldat",Toubah,5,27,Martyre,1
527,27 Toubah,Martyre de saint Sérapion,Toubah,5,27,Martyre,1
527,27 Toubah,Commémoration de l’archange Suriel,Toubah,5,27,Commémoration,0
527,27 Toubah,"Translation des reliques de saint Timothée, le disciple de l’apôtre saint Paul",Toubah,5,27,Translation,0
528,28 Toubah,Martyre d’abba Kaou,Toubah,5,28,Martyre,1
528,28 Toubah,"Martyre de saint Clément, l’évêque d’Ankara",Toubah,5,28,Martyre,1
528,28 Toubah,"Martyre de saint Phylias, l’évêque de Tamyel Amdid",Toubah,5,28,Martyre,1
529,29 Toubah,"Commémoration de saint Syriaque, le combattant",Toubah,5,29,Commémoration,0
529,29 Toubah,Décès de sainte Xani,Toubah,5,29,Décès,0
530,30 Toubah,"Martyre des trois vierges saintes Pistis, Helpis et Agapi et décès de leur mère Sophie",Toubah,5,30,Martyre,1
530,30 Toubah,"Décès du pape Ménas 1er, le 47ème patriarche de la prédication de saint Marc",Toubah,5,30,Décès,0
530,30 Toubah,Décès de saint Abraham d’Edesse,Toubah,5,30,Décès,0
61,1 Amshir,"Martyre de saint Abâdyoun, évêque d’Antinoë",Amshir,6,1,Martyre,1
61,1 Amshir,Commémoration du second concile œcuménique à Constantinople,Amshir,6,1,Commémoration,0
61,1 Amshir,"Commémoration de la consécration de la première église construite en l'honneur de saint Pierre, le sceau des martyrs, à Alexandrie",Amshir,6,1,Commémoration,0
62,2 Amshir,"Décès de saint Paul, le premier des Ermites",Amshir,6,2,Décès,0
62,2 Amshir,"Décès de saint Longin, abbé du monastère d’al Zougag",Amshir,6,2,Décès,0
63,3 Amshir,Décès de saint Jacques le moine,Amshir,6,3,Décès,0
63,3 Amshir,Décès de saint Hédra dans la roche de Benhadeb,Amshir,6,3,Décès,0
64,4 Amshir,"Martyre de saint Agabus, l’un des soixante dix disciples du Christ",Amshir,6,4,Martyre,1
65,5 Amshir,"Martyre de saint Hippolyte, pape de Rome",Amshir,6,5,Martyre,1
65,5 Amshir,Commémoration de la translation des reliques des quarante neuf les anciens de Scété,Amshir,6,5,Commémoration,0
65,5 Amshir,"Décès du pape Agrippin, le 10ème patriarche de la prédication de saint Marc",Amshir,6,5,Décès,0
65,5 Amshir,"Décès de saint abba Pichaï, du monastère rouge",Amshir,6,5,Décès,0
65,5 Amshir,"Décès de saint Apollo, le compagnon de saint Abib",Amshir,6,5,Décès,0
65,5 Amshir,"Décès de saint abba Noub, le propriétaire de l’éventail en or",Amshir,6,5,Décès,0
66,6 Amshir,"Martyre des saints Aboukir, Jean ainsi que des trois vierges et de leur mère",Amshir,6,6,Martyre,1
66,6 Amshir,"Décès du pape Marc IV, le quatre vingt quatrième patriarche de la prédication de saint Marc",Amshir,6,6,Décès,0
66,6 Amshir,Décès de saint Zânoufyous,Amshir,6,6,Décès,0
67,7 Amshir,Décès du pape saint Alexandre II le 43ème patriarche de la prédication de saint Marc,Amshir,6,7,Décès,0
67,7 Amshir,Décès du pape saint Théodore 1er le 45ème patriarche de la prédication de saint Marc,Amshir,6,7,Décès,0
68,8 Amshir,Présentation de Jésus Christ au temple,Amshir,6,8,Présentation,0
68,8 Amshir,"Décès de saint Syméon, le vieillard",Amshir,6,8,Décès,0
69,9 Amshir,Martyre de saint Paul le syriaque,Amshir,6,9,Martyre,1
69,9 Amshir,Martyre de saint Siméon,Amshir,6,9,Martyre,1
69,9 Amshir,"Décès de saint Parsouma, le père des moines syriens",Amshir,6,9,Décès,0
69,9 Amshir,Décès de sainte Euphrosiné,Amshir,6,9,Décès,0
610,10 Amshir,"Martyre de saint Philo, évêque de Perse",Amshir,6,10,Martyre,1
610,10 Amshir,"Martyre de saint Juste, le fils de Numérien",Amshir,6,10,Martyre,1
610,10 Amshir,Décès de saint Isidore de Péluse,Amshir,6,10,Décès,0
611,11 Amshir,"Martyre de saint Fabien, Pape de Rome",Amshir,6,11,Martyre,1
611,11 Amshir,"Décès du pape Jean XIII, le 94ème patriarche de la prédication de saint Marc",Amshir,6,11,Décès,0
612,12 Amshir,Commémoration de l’archange Michel,Amshir,6,12,Commémoration,0
612,12 Amshir,"Décès de saint Gélasius, l’ascète",Amshir,6,12,Décès,0
613,13 Amshir,"Martyre de saint Serge d’Atrib, de ses parents, sa sœur et de plusieurs autres personnes",Amshir,6,13,Martyre,1
613,13 Amshir,"Décès du pape Timothée III, le 32ème patriarche de la prédication de saint Marc",Amshir,6,13,Décès,0
614,14 Amshir,"Décès de saint Sévère, le patriarche d'Antioche",Amshir,6,14,Décès,0
614,14 Amshir,"Décès du pape saint Jacques, le 50ème patriarche de la prédication de saint Marc",Amshir,6,14,Décès,0
615,15 Amshir,"Martyre du saint prophète Zacharie fils de Bérékya, fils de Iddo",Amshir,6,15,Martyre,1
615,15 Amshir,"Martyre d’abba Pigol, le prêtre",Amshir,6,15,Martyre,1
615,15 Amshir,"Décès de saint Paphnouté, le moine",Amshir,6,15,Décès,0
615,15 Amshir,Consécration de la 1ère église en l’honneur des quarante martyrs de Sébaste,Amshir,6,15,Consécration,0
616,16 Amshir,"Décès de sainte Elisabeth, mère de saint Jean le Baptiste",Amshir,6,16,Décès,0
616,16 Amshir,"Décès du pape Michel III, le 92ème patriarche de la prédication de saint Marc",Amshir,6,16,Décès,0
616,16 Amshir,"Décès de saint Michel al Beheiry, l’hygoumène, du monastère al Mouharrak",Amshir,6,16,Décès,0
617,17 Amshir,"Martyre de saint Ménas, le moine",Amshir,6,17,Martyre,1
617,17 Amshir,Consécration de l’église de saint Qastour al Bardanouhi,Amshir,6,17,Consécration,0
618,18 Amshir,"Décès de saint Mélèce le confesseur, Patriarche d’Antioche",Amshir,6,18,Décès,0
618,18 Amshir,Consécration de l’église de saint Paul le simple,Amshir,6,18,Consécration,0
619,19 Amshir,"Translation à Antioche des reliques de saint Martin, le moine",Amshir,6,19,Translation,0
620,20 Amshir,"Martyre des saints Basile, Théodore et Timothée",Amshir,6,20,Martyre,1
620,20 Amshir,"Décès du pape saint Pierre II, le 21ème patriarche de la prédication de saint Marc",Amshir,6,20,Décès,0
621,21 Amshir,"Martyre de saint Onésime, le disciple de saint Paul, l’apôtre",Amshir,6,21,Martyre,1
621,21 Amshir,Commémoration de la sainte vierge Marie,Amshir,6,21,Commémoration,0
621,21 Amshir,"Décès du pape Gabriel 1er, le 57ème patriarche de la prédication de saint Marc",Amshir,6,21,Décès,0
621,21 Amshir,"Décès de saint Zacharie, l’évêque de Sakha",Amshir,6,21,Décès,0
622,22 Amshir,Décès de saint Marouthas évêque de Maypherkat,Amshir,6,22,Décès,0
623,23 Amshir,"Martyre de saint Eusèbe, le fils du ministre Basilidès",Amshir,6,23,Martyre,1
624,24 Amshir,Martyre de saint Timothée à Gaza et saint Mathias à Qous,Amshir,6,24,Martyre,1
624,24 Amshir,Décès de saint Agapet l’évêque,Amshir,6,24,Décès,0
625,25 Amshir,"Martyre de saint Philémon, de sainte Apphia et de leur fils Archippus",Amshir,6,25,Martyre,1
625,25 Amshir,Martyre de saint Quona à Rome,Amshir,6,25,Martyre,1
625,25 Amshir,Martyre de saint Ménas à Qos,Amshir,6,25,Martyre,1
625,25 Amshir,Décès de saint Fana au mont Délga,Amshir,6,25,Décès,0
626,26 Amshir,Martyre de saint Sâdouk et de ses 128 compagnons,Amshir,6,26,Martyre,1
626,26 Amshir,Martyre des deux évêque Tyrannion et Silvain ainsi que du prêtre Zénobe et de leurs compagnons dans la ville de Tyr,Amshir,6,26,Martyre,1
626,26 Amshir,Décès du saint prophète Osée,Amshir,6,26,Décès,0
627,27 Amshir,Martyre de sainte Perpétue et de ses compagnons,Amshir,6,27,Martyre,1
627,27 Amshir,"Décès du saint Eustathe, patriarche d’Antioche",Amshir,6,27,Décès,0
628,28 Amshir,Translation des reliques du martyr saint Théodore l’oriental,Amshir,6,28,Translation,0
629,29 Amshir,"Martyre de saint Polycarpe, évêque de Smyrne",Amshir,6,29,Martyre,1
630,30 Amshir,Découverte de la tête de saint Jean le baptiste,Amshir,6,30,Découverte,0
630,30 Amshir,"Décès du pape Cyrille (Kyrillos) VI, le 116ème patriarche de la prédication de saint Marc",Amshir,6,30,Décès,0
71,1 Baramhat,Martyre de saint Makronius et de saint Takla,Baramhat,7,1,Martyre,1
71,1 Baramhat,Martyre de saint Alexandre le soldat,Baramhat,7,1,Martyre,1
71,1 Baramhat,"Décès de saint Narcisse, évêque de Jérusalem",Baramhat,7,1,Décès,0
71,1 Baramhat,"Décès de saint Markourah, l’évêque",Baramhat,7,1,Décès,0
71,1 Baramhat,"Décès du moine Georges (Guiguis) ibn-el-aamid, surnommé ibn-el-makin",Baramhat,7,1,Décès,0
72,2 Baramhat,Martyre de l’évêque saint Makrawi,Baramhat,7,2,Martyre,1
73,3 Baramhat,Martyre de saint Perfonios,Baramhat,7,3,Martyre,1
73,3 Baramhat,"Martyre de saint Porphyre, l’évêque de Gaza",Baramhat,7,3,Martyre,1
73,3 Baramhat,"Décès du pape Côme III, le 58ème patriarche de la prédication de saint Marc",Baramhat,7,3,Décès,0
73,3 Baramhat,Décès d’abba Hadid le prêtre,Baramhat,7,3,Décès,0
74,4 Baramhat,"Martyre de saint Hanolious, le prince",Baramhat,7,4,Martyre,1
74,4 Baramhat,Réunion d’un concile dans l’île de béni-omar,Baramhat,7,4,Réunion,0
75,5 Baramhat,"Décès d'abba Sarapamôn, higoumène du monastère de saint Jean Colobos",Baramhat,7,5,Décès,0
75,5 Baramhat,Commémoration du martyre de sainte Eudoxie,Baramhat,7,5,Commémoration,0
76,6 Baramhat,Martyre de saint Dioscore à l’époque des arabes,Baramhat,7,6,Martyre,1
76,6 Baramhat,"Décès de saint Théodote, l’évêque et le confesseur",Baramhat,7,6,Décès,0
77,7 Baramhat,Martyre des saints Philémon et Apollonius,Baramhat,7,7,Martyre,1
77,7 Baramhat,Martyre de sainte Marie l’israélite,Baramhat,7,7,Martyre,1
78,8 Baramhat,"Martyre de saint Matthias, l’apôtre",Baramhat,7,8,Martyre,1
78,8 Baramhat,"Martyre de saint Arien, le gouverneur d’Antinoë",Baramhat,7,8,Martyre,1
78,8 Baramhat,"Décès de saint Julien, le 11ème pape d’Alexandrie",Baramhat,7,8,Décès,0
79,9 Baramhat,"Martyre des saints Adrien et son épouse Marthe ainsi qu’Eusèbe, Arma et quarante martyrs",Baramhat,7,9,Martyre,1
79,9 Baramhat,Décès de l’évêque saint Konan,Baramhat,7,9,Décès,0
710,10 Baramhat, Commémoration de la manifestation de la glorieuse croix,Baramhat,7,10, Commémoration,0
711,11 Baramhat,"Martyre de saint Basile, l’évêque de Jérusalem",Baramhat,7,11,Martyre,1
711,11 Baramhat,"Décès de saint Narcisse, évêque de Jérusalem",Baramhat,7,11,Décès,0
712,12 Baramhat,Martyre de saint Malachie en Palestine,Baramhat,7,12,Martyre,1
712,12 Baramhat,Martyre de saint Glathinos à Damas,Baramhat,7,12,Martyre,1
712,12 Baramhat,Commémoration de l’archange Michel,Baramhat,7,12,Commémoration,0
712,12 Baramhat,"Commémoration de la manifestation de la chasteté de saint Démétrios, le 12ème pape d’Alexandrie",Baramhat,7,12,Commémoration,0
713,13 Baramhat,Martyre des 40 saints de Sébaste,Baramhat,7,13,Martyre,1
713,13 Baramhat,Décès de saint Denys le 14ème pape d’Alexandrie,Baramhat,7,13,Décès,0
713,13 Baramhat,Retour de saint Macaire le grand et saint Macaire d’Alexandrie de leur exil,Baramhat,7,13,Retour,0
714,14 Baramhat,"Martyre des saints Eugène, Agathodore et Elpidius",Baramhat,7,14,Martyre,1
714,14 Baramhat,Martyre de saint Chénouda de Bahnassa,Baramhat,7,14,Martyre,1
715,15 Baramhat,Martyre de saint Elias d’Ahnâs,Baramhat,7,15,Martyre,1
715,15 Baramhat,"Décès de sainte Sarah, la moniale",Baramhat,7,15,Décès,0
716,16 Baramhat,Apparition de la sainte Vierge Marie à l’église de sainte Damiana à Choubra au Caire,Baramhat,7,16,Apparition,0
716,16 Baramhat,"Décès du pape Michel (Khaïl) 1er, le 46ème patriarche de la prédication de saint Marc",Baramhat,7,16,Décès,0
717,17 Baramhat,Martyre de Sid-hom Bichay à Damiette,Baramhat,7,17,Martyre,1
717,17 Baramhat,Décès de Lazare le bien-aimé du Seigneur,Baramhat,7,17,Décès,0
717,17 Baramhat,"Décès de saint Basile, le métropolite de Jérusalem",Baramhat,7,17,Décès,0
717,17 Baramhat,Commémoration des saints Georges l'adorateur et de Placios le martyr ainsi que de l'évêque abba Youssef,Baramhat,7,17,Commémoration,0
718,18 Baramhat,Martyre de saint Isidore le compagnon de Sana le soldat,Baramhat,7,18,Martyre,1
719,19 Baramhat,"Martyre de saint Alexandre, saint Agapius et de leurs compagnons",Baramhat,7,19,Martyre,1
719,19 Baramhat,"Décès de saint Aristobule, un des soixante-dix disciples",Baramhat,7,19,Décès,0
720,20 Baramhat,"Décès du pape Michel (Khaïl) III, le 56ème patriarche de la prédication de saint Marc",Baramhat,7,20,Décès,0
720,20 Baramhat,"Commémoration de la résurrection de Lazare, l’ami de notre Seigneur",Baramhat,7,20,Commémoration,0
721,21 Baramhat,Martyre des saints Théodore et Timothée,Baramhat,7,21,Martyre,1
721,21 Baramhat,"Commémoration de la mère de Dieu, la sainte Vierge Marie",Baramhat,7,21,Commémoration,0
721,21 Baramhat,"Venue de Notre Sauveur à Béthanie et concertation des grands prêtres pour tuer Lazare, celui que le Seigneur a ressuscité",Baramhat,7,21,Venue,0
722,22 Baramhat,"Décès de saint Cyrille, évêque de Jérusalem",Baramhat,7,22,Décès,0
722,22 Baramhat,"Décès de Joseph d’Arimathie, le juste",Baramhat,7,22,Décès,0
722,22 Baramhat,"Décès de saint Michel, évêque de Nakadah",Baramhat,7,22,Décès,0
723,23 Baramhat,"Décès du prophète Daniel, le juste ",Baramhat,7,23,Décès,0
724,24 Baramhat,Apparition de la Sainte vierge Marie sur le toit de l'église qui lui est dédiée à Zeitoun,Baramhat,7,24,Apparition,0
724,24 Baramhat,"Décès du pape saint Macaire 1er, le 59ème Pape de la prédication de saint Marc",Baramhat,7,24,Décès,0
725,25 Baramhat,"Martyre de saint Onésiphore, l’un des 70 disciples",Baramhat,7,25,Martyre,1
725,25 Baramhat,"Décès de saint Prisca, l’un des 70 disciples",Baramhat,7,25,Décès,0
725,25 Baramhat,Décès du pape Mathieu III le 100ème patriarche,Baramhat,7,25,Décès,0
726,26 Baramhat,"Décès de sainte Eupraxie, la vierge",Baramhat,7,26,Décès,0
726,26 Baramhat,"Décès du pape Pierre VI, le 104ème patriarche de la prédication de saint Marc",Baramhat,7,26,Décès,0
727,27 Baramhat,Martyre de saint Domikios,Baramhat,7,27,Martyre,1
727,27 Baramhat,Commémoration de la crucifixion de notre Seigneur Jésus Christ,Baramhat,7,27,Commémoration,0
727,27 Baramhat,Décès de saint Macaire le grand,Baramhat,7,27,Décès,0
728,28 Baramhat,Décès de l’empereur Constantin le grand,Baramhat,7,28,Décès,0
728,28 Baramhat,"Décès du pape Pierre (Boutros) VII, le 109ème patriarche de la prédication de saint Marc",Baramhat,7,28,Décès,0
728,28 Baramhat,"Commémoration d’Abba Sarabamôn, surnommé abou Tarha (le voilé)",Baramhat,7,28,Commémoration,0
729,29 Baramhat,Fête de l’annonciation,Baramhat,7,29,Fête,0
729,29 Baramhat,Commémoration de la résurrection du Christ d’entre les morts,Baramhat,7,29,Commémoration,0
730,30 Baramhat,"Commémoration de l’archange Gabriel, le Messager",Baramhat,7,30,Commémoration,0
730,30 Baramhat,"Commémoration de Samson, l’un des juges d’Israël",Baramhat,7,30,Commémoration,0
730,30 Baramhat,"Translation des reliques de saint Jacques, l’intercis",Baramhat,7,30,Translation,0
81,1 Baramouda,Décès de saint Silvain le moine,Baramouda,8,1,Décès,0
81,1 Baramouda,Décès du prêtre Aaron,Baramouda,8,1,Décès,0
81,1 Baramouda,Attaque du désert de Scété par les bédouins de haute Egypte,Baramouda,8,1,Attaque,0
82,2 Baramouda,Martyre de saint Christophe,Baramouda,8,2,Martyre,1
82,2 Baramouda,Décès du pape Jean IX le 81ème patriarche de la prédication de saint Marc,Baramouda,8,2,Décès,0
83,3 Baramouda,"Décès du pape Michel II, le 71ème pape de la prédication de saint Marc",Baramouda,8,3,Décès,0
83,3 Baramouda,"Décès de saint Jean, l’évêque de Jérusalem",Baramouda,8,3,Décès,0
84,4 Baramouda,"Martyre de saint Victor, saint Acace, saint Dèce, sainte Iriny la vierge ainsi que de nombreuses personnes, hommes et femmes, qui les accompagnaient",Baramouda,8,4,Martyre,1
84,4 Baramouda,Décès de saint Eugine,Baramouda,8,4,Décès,0
85,5 Baramouda,Martyre du prophète Ezéchiel fils de Buzi,Baramouda,8,5,Martyre,1
85,5 Baramouda,"Martyre de saint Hypatius, évêque de Gangre",Baramouda,8,5,Martyre,1
86,6 Baramouda,"Décès de sainte Marie l’égyptienne, l’anachorète",Baramouda,8,6,Décès,0
87,7 Baramouda,Martyre de saint Agapius et sainte Théodora,Baramouda,8,7,Martyre,1
87,7 Baramouda,"Décès de Joachim le juste, le père de la sainte Vierge Marie",Baramouda,8,7,Décès,0
87,7 Baramouda,Décès de saint Macrobe,Baramouda,8,7,Décès,0
88,8 Baramouda,"Martyre des vierges, saintes Agapé, Irène et Chiona",Baramouda,8,8,Martyre,1
88,8 Baramouda,Martyre de 150 fidèles tués par le roi des perses,Baramouda,8,8,Martyre,1
89,9 Baramouda,"Décès de saint Zosime, le prêtre",Baramouda,8,9,Décès,0
89,9 Baramouda,"Commémoration du grand miracle que Dieu accomplit par l’intermédiaire du pape Chénouda 1er, le 55ème patriarche",Baramouda,8,9,Commémoration,0
810,10 Baramouda,"Décès d’abba Isaac, le disciple d’abba Apollo",Baramouda,8,10,Décès,0
810,10 Baramouda,"Décès du pape Gabriel II, le 70ème patriarche de la prédication de saint Marc",Baramouda,8,10,Décès,0
811,11 Baramouda,Décès de sainte Théodora,Baramouda,8,11,Décès,0
811,11 Baramouda,"Décès de saint Jean, l’évêque de Gaza",Baramouda,8,11,Décès,0
812,12 Baramouda,Commémoration de l’archange Michel,Baramouda,8,12,Commémoration,0
812,12 Baramouda,"Décès de saint Alexandre le confesseur, l’évêque de Jérusalem",Baramouda,8,12,Décès,0
812,12 Baramouda,"Décès de saint Antoine, l’évêque de Thmoui",Baramouda,8,12,Décès,0
813,13 Baramouda,Martyre des deux saints Josué et Joseph,Baramouda,8,13,Martyre,1
813,13 Baramouda,Martyre de saint Médius,Baramouda,8,13,Martyre,1
813,13 Baramouda,"Décès du pape Jean XVII, le 105ème patriarche de la prédication de saint Marc",Baramouda,8,13,Décès,0
813,13 Baramouda,Commémoration de sainte Denise,Baramouda,8,13,Commémoration,0
814,14 Baramouda,"Décès du pape Maxime, le 15ème patriarche de la prédication de saint Marc",Baramouda,8,14,Décès,0
814,14 Baramouda,Décès de saint Ehrôn le syriaque,Baramouda,8,14,Décès,0
815,15 Baramouda,Martyre de la reine sainte Alexandra,Baramouda,8,15,Martyre,1
815,15 Baramouda,"Consécration de l’église de saint Agabus, l’un des soixante-dix disciples du Christ",Baramouda,8,15,Consécration,0
815,15 Baramouda,"Décès du pape Marc VI, le 101ème patriarche de la prédication de saint Marc",Baramouda,8,15,Décès,0
816,16 Baramouda,"Martyre de saint Antipas, évêque de Pergame et disciple de l’apôtre saint Jean",Baramouda,8,16,Martyre,1
816,16 Baramouda,Commémoration de l’élévation d’Enoch le juste vivant vers le ciel,Baramouda,8,16,Commémoration,0
817,17 Baramouda,"Martyre de saint Jacques le majeur, un des douze apôtres ainsi que le frère de saint Jean le bien-aimé",Baramouda,8,17,Martyre,1
817,17 Baramouda,Décès de saint Nicodème,Baramouda,8,17,Décès,0
818,18 Baramouda,Martyre de saint Arsène le disciple de saint Sissinius,Baramouda,8,18,Martyre,1
818,18 Baramouda,"Décès de saint Apollo, le disciple de saint Samuel le confesseur",Baramouda,8,18,Décès,0
819,19 Baramouda,"Martyre de saint Siméon l’arménien, évêque de Perse",Baramouda,8,19,Martyre,1
819,19 Baramouda,Martyre du bienheureux Jean Abou-Nagah le grand et du notable Abou-l-‘Ala Fahd fils d’Ibrahim ainsi que de leurs compagnons,Baramouda,8,19,Martyre,1
819,19 Baramouda,"Martyre de David, le moine, le fils de Gabriel el-Borgui",Baramouda,8,19,Martyre,1
820,20 Baramouda,Martyre de saint Paphnouté de Déndérah,Baramouda,8,20,Martyre,1
821,21 Baramouda,"Commémoration de la sainte Vierge Marie, la Mère de Dieu",Baramouda,8,21,Commémoration,0
821,21 Baramouda,"Décès de saint Hiérothée, évêque d’Athènes",Baramouda,8,21,Décès,0
822,22 Baramouda,"Décès du pape Alexandre I, le 19ème patriarche de la prédication de saint Marc",Baramouda,8,22,Décès,0
822,22 Baramouda,"Décès du pape Marc II, le 49ème patriarche de la prédication de saint Marc",Baramouda,8,22,Décès,0
822,22 Baramouda,"Décès du pape Michel II, le 53ème patriarche de la prédication de saint Marc",Baramouda,8,22,Décès,0
822,22 Baramouda,Décès de saint Isaac de Hourîn,Baramouda,8,22,Décès,0
823,23 Baramouda,"Martyre de saint Georges, le grand martyr",Baramouda,8,23,Martyre,1
824,24 Baramouda,"Martyre de saint Sina, le soldat et le compagnon de saint Isidore",Baramouda,8,24,Martyre,1
824,24 Baramouda,"Décès du pape Chénouté I, le 55ème patriarche de la prédication de saint Marc",Baramouda,8,24,Décès,0
825,25 Baramouda,Martyre de sainte Sarah et de ses deux fils,Baramouda,8,25,Martyre,1
825,25 Baramouda,Martyre de saint Théodore l’adorateur et de 100 autres personnes,Baramouda,8,25,Martyre,1
826,26 Baramouda,Martyre de saint Sousnyos et de 1100 autres personnes,Baramouda,8,26,Martyre,1
826,26 Baramouda,"Décès du pape Jean VII, le 78ème patriarche de la prédication de saint Marc",Baramouda,8,26,Décès,0
827,27 Baramouda,"Martyre de saint Victor, le fils de Romanos",Baramouda,8,27,Martyre,1
828,28 Baramouda,"Martyre de saint Milius, l’ermite",Baramouda,8,28,Martyre,1
829,29 Baramouda,"Commémoration de l’Annonciation, la Nativité et la Résurrection",Baramouda,8,29,Commémoration,0
829,29 Baramouda,"Décès de saint Eraste, un des 70 disciples",Baramouda,8,29,Décès,0
829,29 Baramouda,"Décès de saint Acace, l’évêque de Jérusalem",Baramouda,8,29,Décès,0
830,30 Baramouda,"Martyre de saint Marc l’évangéliste, le prédicateur de l’Egypte",Baramouda,8,30,Martyre,1
91,1 Bachans,"Nativité de la très sainte Vierge Marie, la Mère de Dieu",Bachans,9,1,Nativité,0
92,2 Bachans,Martyre de saint Phylothée de Dronka,Bachans,9,2,Martyre,1
92,2 Bachans,"Décès de Job, le juste",Bachans,9,2,Décès,0
92,2 Bachans,"Décès de saint Théodore de Tabenne, le disciple de saint Pacôme, le père des Cénobites",Bachans,9,2,Décès,0
93,3 Bachans,"Martyre de saint Otimus, le prêtre",Bachans,9,3,Martyre,1
93,3 Bachans,"Décès de saint Jason, l’un des soixante-dix disciples",Bachans,9,3,Décès,0
93,3 Bachans,"Décès du pape Gabriel IV, le 86ème patriarche de la prédication de saint Marc",Bachans,9,3,Décès,0
94,4 Bachans,"Décès du pape Jean 1er, le 29ème patriarche de la prédication de saint Marc",Bachans,9,4,Décès,0
94,4 Bachans,"Décès du pape Jean V, le 72ème patriarche de la prédication de saint Marc",Bachans,9,4,Décès,0
95,5 Bachans,Martyre du prophète Jérémie,Bachans,9,5,Martyre,1
96,6 Bachans,Martyre de saint Isaac de Tiphré,Bachans,9,6,Martyre,1
96,6 Bachans,Martyre de sainte Doulaguy et de ses quatre enfants,Bachans,9,6,Martyre,1
96,6 Bachans,Martyre de saint Paphnouté d’el Bandarah,Bachans,9,6,Martyre,1
96,6 Bachans,Décès de saint Macaire d’Alexandrie,Bachans,9,6,Décès,0
97,7 Bachans,"Décès du pape saint Athanase l’apostolique, le 20ème patriarche de la prédication de saint Marc",Bachans,9,7,Décès,0
98,8 Bachans,Martyre de saint Jean de Senhout,Bachans,9,8,Martyre,1
98,8 Bachans,Commémoration de l’ascension de notre Seigneur Jésus Christ,Bachans,9,8,Commémoration,0
98,8 Bachans,Décès de saint Daniel l’higoumène de la vallée de Scété,Bachans,9,8,Décès,0
99,9 Bachans,"Décès de sainte Hélène, la reine",Bachans,9,9,Décès,0
99,9 Bachans,"Décès du pape Jean XI, le 89ème patriarche de la prédication de saint Marc",Bachans,9,9,Décès,0
99,9 Bachans,"Décès du pape Gabriel VIII, le 97ème patriarche de la prédication de saint Marc",Bachans,9,9,Décès,0
910,10 Bachans,"Lancement des trois jeunes saints : Ananias, Azarias et Misaël dans la fournaise de feu",Bachans,9,10,Lancement,0
911,11 Bachans,Martyre de sainte Théoclia épouse de saint Juste fils de l’empereur Numérien,Bachans,9,11,Martyre,1
911,11 Bachans,"Décès d'abba Paphnouté, l'évêque",Bachans,9,11,Décès,0
912,12 Bachans,Martyre du notable el-moallem Malaty,Bachans,9,12,Martyre,1
912,12 Bachans,Commémoration de l'archange Michel,Bachans,9,12,Commémoration,0
912,12 Bachans,Translation des reliques de saint Jean Chrysostome,Bachans,9,12,Translation,0
912,12 Bachans,Commémoration de l'apparition d'une croix lumineuse au-dessus du Golgotha,Bachans,9,12,Commémoration,0
912,12 Bachans,"Décès du pape Marc VII, 106ème patriarche de la prédication de saint Marc",Bachans,9,12,Décès,0
912,12 Bachans,Consécration de l'église de sainte Damienne,Bachans,9,12,Consécration,0
913,13 Bachans,"Martyre d'abba Pigol, le soldat",Bachans,9,13,Martyre,1
913,13 Bachans,"Décès de saint Arsène, le précepteur des fils de l'empereur",Bachans,9,13,Décès,0
914,14 Bachans,Martyre de saint Épimaque de Péluse,Bachans,9,14,Martyre,1
914,14 Bachans,"Décès d’abba Pacôme, le père du monachisme cénobitique",Bachans,9,14,Décès,0
915,15 Bachans,"Martyre de saint Siméon le cananite et le zélote, un des douze apôtres",Bachans,9,15,Martyre,1
